,blog
83,"I rode my bike this evening unladen for the first time since starting the trip. I almost fell off it was so light and twitchy! I've only camped once so far. The hostels are so nice and inviting. And dry. Must camp more - otherwise I'm carrying all this bloody camp stuff for nothing. People are fab. The travellers I have met so far have been great, all with their own eccentricities. And the hostel owners are all very entertaining too. I'm in Kaitia now, which feels like a big town after the remoteness of the last few days (with it's whopping 4800 population!). I already miss the slower pace of life of villages made up of about 10 houses.
"
84,"This was my first time in NZ doing some of the conveyor belt tourism - get on a bus, be taken along to some places on the way, stop and take a photo, and then come home again, having ""experienced"" the region. Well, that was my cynical view before we started, but I guess I should just learn to chill out a little - it was a great tour with Sand Safaris. Our Maori driver was refreshingly loopy, dropping in plenty of off-the-wall comments through the day, as well as singing us some songs as he drove.  The stops were pretty great on the way too - more Kauri shops, a wonderful bay or two, but the unexpected highlight was Gumdiggers park. A vast amount of New Zealand was dug up in the 19th century as prospectors dug for Kauri gum (in the Northern Hemisphere, we know it as amber). The gum would be sold and used in varnishes, linoleum, and other oily based products. The gumdigger's life was pretty grim, living in remote areas, digging holes in peaty ground day after day. There used to be masses and masses of this gum, remains from anceint fossilised Kauri forests, buried underneath the soil. There is a huge industry here where not only did they dig for gum, they could also recover enormous Kauri trunks that have been perfectly preserved for up to 50 thousand years. Noone really knows why the Kauri forests died, but they reckon it was caused by huge tsunamis.  All in all, a geographere's wet dream, then! At the gumdiggers park, instead of selling the land to the loggers who will recover the buried wood, the owners have tried to recreate a digger's camp. I had low expectations for this part of the tour, but it blew me away - the window on the life of these people, the vision of the owners to preserve the history, and the sights in the forest, the highlight being a 30ft wide buried Kauri tree base that the owner is slooowwwwwllyy digging out by hand. Highly recommended to anyone visiting.... The Cape itself was beautiful, and I was pretty fortunate that finally the sun was shining. Seeing the Tasman and Pacific oceans meeting each other was pretty special, you can really see the difference in the characters of the ocean, and the waters look pretty turbulent from the cliffs above.
"
85,"After a leisurely start, I had a chat with some Maori weavers who were making flax mats to cover their Marae. There was one Maori fellow, and a couple of young women all working away with the flax. Apparently the basket making skills are really becoming popular down here with kiwis from all backgrounds, pretty much just as all aspects of Moari culture are. I kind of wanted to have a go at using flax, but they were pretty focussed on what they were doing. I think that once I get into the Maori heartlands of the Coromandel and the East Cape I should have more opportunity to get involved. (for those who don't me, one of my hobbies back home is basketmaking....!) Leaving the relaxed confines of the weavers behind, I put my still-weary legs over the bike, and set off on my day's riding. The weather had reverted to form by now. Wind and some rain. Joy. I also knew something was up because I didn't really feel at all enthused on the bike. The farmland was getting tedious, the trailer felt heavier, and my destination seemed very distant. The end result of this feeling was me deciding to call it a day after only 35km and stop over at Manganui instead.  Anyone who knows me probably realises that I didn't make this decision lightly - I mean, my god, if I start a ride, I damn well finish it, even if I'm bonking like mad, the legs are tired, and the weather's crap. But, no, this was part of my slipping into touring mode - it doesn't matter where I end up. And it turned out to be a great decision. Manganui's a lovely little village on a secluded bay, and it has the GREATEST fish and chips anywhere. Freshly caught fish, cooked on demand, with oh-so-golden chips. Mmmmm.
"
86,"It's really miserable and beginning to get a bit boring really. I've only had one day of fine weather so far, and I wasn't on the bike that day... It's an uneventful day though. The bus did go down the Bay Of Islands coastline, which promised views of wonderful little islands, deep bays, and fine beaches. All I saw was rain and grey. Ho hum. But I reach Whangarei and cycle the short distance to David's house, and begin to get into race mode..."
87,
88,"The whole process from the company's point of view is pretty simple - get the clients to the airport, in the air, back down to ground, sell them lots of 'extras', and send 'em home. The whole process takes less than two hours, giving a huge turnaround of punters to fill their coffers. That isn't meant to sound cynical because the operation is extremely slick, and everyone working there knows just how to enhance the fear/excitement that everyone is feeling from the moment they leave the hostel to the final return to earth. That's from their perspective. But for the jumpers, this is a HUGE thing. We didn't evolve to fall out of planes at 15000ft. My mind keeps telling me it's not right.  After the briefest of ground-training - 'head back, legs back when we fall out of the plane' - it's strap-up time, and into the plane we go. I was with Chris and Jo, who were jumping at 12000ft. I chose to spend that little bit extra to go at 15000ft giving me 60 seconds of free fall at 200kph. 15000ft! Think about that next time you're flying in a plane; I can't wait to watch the altimeter in the seat-back telly and think to myself, 'Heh, heh, I JUMPED at this height!' The flight up is quick, and at 12000ft out the plane went Chris and Jo. I then had a couple more minutes to contemplate what was happening. I wasn't at all nervous, but I was very excited. Tandem-master shows me the altimeter - 15000ft - and shuffles me out to the edge of the plane. Meanwhile our cameraman nonchalantly stands on the OUTSIDE of the plane to film the start of the jump. How weird is that?  A quick look back to the camera, and out we go. Really, there is simply no way to describe the feeling of falling out of a plane. There's no real sensation of 'falling' - you're too high up to feel that. Instead, every sense is bombarded. Visually and aurally there's so much going on, and your mind just can't process it quickly enough - this is all completely new, and it is simply not possible to absorb it all. There's also the completely whacky sensation of wind in your face, flapping your cheeks all over the place. And the cameraman is there, coming right up to you, holding your hands, spinning you round, backing off again, coming back in again.  All too soon, the tandem-master opens the chute, and things return to some form of normality. Things go quiet, and you can appreciate the amazing view of Lake Taupo and surroundings. A few bits of stomach turning parachute acrobatics, and one minute later you've landed safely, and can then giggle and scream and hug the other guys from the plane. Apparently my freefall lasted 60 seconds and we did some spins. However, my memories of it are a confused mush of excitement, fear, amazement, and complete joy; there's no sequence to the memory, just a warm glowing recollection of something incredible. Everyone should do this! Photos of my rubber cheeks at: fotopic
"
89,"I'm in NZ to bike tour, and prior to the race had been getting wet riding in Northland. Fortunately, one of my team mates, Dave, lived up in Whangarei so the plan was to meet at his house, and drive down to Taupo on the Friday in his parents' campervan, get there early, set up camp, drink some beers, and meet some riders. Basically, the obligatory pre-race chill out. That was the plan A at any rate. Our departure was delayed for four hours, as we had to fix the windscreen wipers on the van. A search around a wrecker's yard was required to find the correct motor. No problem, we'd hopefully still be there by 8pm. That was plan B, soon also destined to fail. As we got closer to Taupo, the rain got worse (this was becoming the norm for my experience of NZ so far. Rain. And wind.) And then, 20km from town, as we rounded a corner, the van slewed left, then right, and we heard the disheartening flap-flap-flap of a flat tyre. Plan C was immediately created and put into action - it entailed this: curse a lot, fail to be able to remove spare tyre from underneath the van, wait until someone stops to help us, get them to give one of us a ride into town to get a spare tyre, drive back to the van along the WRONG highway, return to Taupo, go out of town again on the correct highway, fix tyre, and eventually crawl into Taupo after midnight, cold, wet, tired, and $250 poorer.  Finally I could meet the whole of my team, but since we were all tired and grumpy, the greetings were pretty cursory.  Waking up to the familiar sound of hundreds of people fettling with bikes that are already working perfectly, it was time to get up and face rest day. My team-mates all turned out to be great people, and our race strategy was formed - ride as hard as you want, and have fun. The race format was pretty simple and familiar to me - ride as many laps as possible in the available time; 12 hours in this race. Nearly 3000 riders were entered in teams of 5.  The route was the highlight of this race. Half of the lap was singletrack through the woods. Not particularly technical but flowing and enough to keep your mind focussed. The second half was through a paddock, through all the team campsites. In the UK, we have tend to have a small changeover area, and camping is largely separated from the route. Here however, every team's campsite was also its pit/handover area. This gives the rider about 1km of heckling and people spotting to indulge in. And when you're not riding, the race continues right in front of your tent. A visionary idea and a massive highlight of the race. Another highlight was the 10.30am start. Liam, our super-competitive rider (possibly even more competitive than me!) volunteered to start. In the UK, we start these mass races with a run in order to spread the field a little. In NZ? Nah, that's far too soft. Start 'em all together and laugh as 500 riders hit the first piece of singletrack together. There was much crunching of gears, cursing, dropped chains, and collisions to keep us all happy as we watched the start. Fortunately within a lap or two the field spread out and traffic was not a major issue. The next 12 hours became a familiar joyous team-race. Sprint hard for your lap (around 20min), return out-of-breath, relax, meet some other teams, encourage your team mates, wander round the expo area, and soak up the atmosphere. Repeat as necessary until the end of the race. As to be expected, there were teams taking things very seriously, teams there to ride hard with no aim of winning (us), teams on silly bikes, unicyclists, fancy dress (props to the Super Hero team). I rode two of the laps towing my BOB trailer, which was lots of fun, plus went to show just how amazing those things are off-road; apart from the slight weight, I was barely aware it was there. And amazingly, as the race continued, our team remained solidly in the top 20 of our category. Not bad for a cobbled together team!  As evening drew in, the lights came out, and the drizzle started. Fortunately the drizzle never got to heavy, so the course didn't really deteriorate. As ever, the night laps were great fun, and a great opportunity to boost ones places, as it always seems that most people are uncomfortable in the dark. Personally, I seem to ride as fast in dark; I think the fact that I can't see the trails so well makes me more not less confident! As the 10.30 finish approached, things got a little frantic as some teams tried to squeeze in one more lap. But once 10.30 passed, that was it. A pretty elaborate prize-giving ceremony closed proceedings, and many people drifted home. But a good selection, including ourselves, stayed to celebrate and drink to new friends, good riding, and five pairs of non-broken bikes and bodies! The Day/Night Thriller was a cracking event, well-organised, and as a visitor to the country, a great introduction to the racing scene over here. I can't wait for the next race  Photos at: Day Night Thriller photos
"
90,"Fergus and I ride out from Taupo along the new mountain bike track to Hiaku Falls. These falls are something else. A huge meandering river wends its way slows to Lake Taupo, only to be constricted into a 12m wide, 10m deep gorge for about 500m. The result is a violent flow of bright-blue water emerging at the end of the gorge via a 7m waterfall, and a bubbling cauldron of sky blue and white water. From the falls, it's a short ride to the trails. With no need for a map, it's an area you can just follow your nose in. Head up the forest road until you see a trail heading off, and see where you end up. We spend about 4 hours on trails such as the Tourist Trap, Bumble Bee, Fast Eddy, Stage Fright, Stage Left.  My favourite was the Corkscrew, a trail right up the side of the mountain, steep switchback after steep switchback requiring you not only maintain traction with precision weight positioning, but also demanding some determined pedalling to get the bike round each rooty turn. It took me a couple of goes to complete this, but it was such a well designed challenge I felt almost obliged to clear it.  The reward for going up the hill was a straight-down descent - no turns, no rocks, just extremely steep. So steep I actually bottled out halfway and didn't really feel an urge to go back up and try again! We finished our exploration with the Buzzard trail, a massive descent similar to those in Glentress - lots of switchbacks with deep rain-ruts in them, forcing you into one line choice only with no room for error. It was white-knuckle stuff, and the fire-road at the bottom was a very welcome sight!
"
91,"That said, I did meet some great people, and we did end up going out til late at the local Irish bar, Mulligans! From Taupo, next stop was Rotorua, 80km away. When the day to leave Taupo came around, it turned out the guys I skydived with, and their other car-buddy, Lindsay (who knows Andy Tucker and Sammy from back home!), were all heading to the same hostel in Rotorua that day. Hurrah - they took all my gear, leaving me with just my bike to get to the town. This made for a pleasant and pretty simple ride that day. It was also the first day I'd 'toured' for a week, and I wasn't even carrying my gear!  There was a girl at the Rotorua Hostel who had seen my arrive at Rainbow Lodge in Taupo with all my kit in a Ute, and now she saw me arrive at Rotorua with just a bike, and someone else driving my gear to the hostel. I don't think she was very impressed!
"
92,"I rode this route with Fergus, a road racer from Cork in Island. He's a top bloke, Irish to the core, and had the hardest to understand accent I have come across in years - for the three days we rode together I continually asked him to repeat just about everything (sorry about that, Fergus, if you're reading this!). We were shuttled to the start of the ride by a true mountain man, huge and bearded, who was off hunting later that day.  The start of the ride was in view of Mount Ruapehu, and Tongariro national park. We were blessed with completely clear skies, and wonderful views of the snow covered volcanic peaks in the National Parks. Before coming to New Zealand I was told often that the colours in NZ really are spectacular, and it is totally true - it seems like the country has been saturated in order to make all the views that more intense with colour. On paper, the route looks like a breeze - starting at 900m and finishing at 450m, the overall descent would surely make this a fun downhill blast. Wrong - there's a lot of climbing in this ride! The first few kilometres are benign doubletrack offering amazing views of the mountains around, including Mt Taranaki, the Mt. Fuji-like volcano over 150km to the West.  The track now descends very steeply to Waione stream, right down at 500m. This is the best descent of the day. It's about 6 ft wide, but with treacherous ruts, rocks, and hard-packed sandstone which is shaped into countless steps and potholes by the run-off from recent rains.  The descent is about 4km long, and requires 100% concentration, dropping the bike carefully into each depression, keeping the weight correctly balanced to ensure you get out again. It's pretty relentless with ruts followed by few steps, followed by drop-off, followed by off-camber turns. This concentration is accompanied by big grins, however, as each successfully passed obstacle ramps up the adrenalin, and makes you more determined to get to the bottom without dabbing. Fergus, who has not been mountain biking for long, but is very fit, was also enjoying the challenge, this baptism by fire forcing him to hone some serious handling skills pretty quickly. The track surface suddenly becomes pretty kind, but the gradient steepens, and the final stretch to the stream is an arse-on-the-tire slide. In the UK, we build bridges over most streams. Here, there's not enough people or passing traffic to justify that so stream crossings are part of the NZ mountain biking experience. I had been a little apprehensive about these, but the Waione stream crossing in front of us was only about 8ft across, and not deep. Hah! This is the best the hard-nut Kiwis can give us? Over the stream, up a bit, and down again to another crossing of the stream. Ok, this is a bit bigger, maybe 15ft, not cyclable, and the water comes up to our calves. Still, it's not that hard. Over another hump, and all become clear. 50ft away is the trail. In between is a rather serious looking river. Lots of water, and it certainly isn't going slowly. Fergus nominates me to go first as I have more mountain biking experience. I'm not entirely sure how this qualifies me for river crossing but it seems fair enough. It's all fun and games until the water's up to my upper thighs and I'm yet to reach halfway. And it's ball-shrinkingly cold. I do reach the other side without mishap however, and feel pretty happy to have done my first proper river traverse! Fergus has shorter legs than me, so the water gets even higher on him. Thank god it's a gorgeous day, I wouldn't like to do this ride in cold and rain; we dry off within 10minutes of setting out to climb back out of this valley. The remainder of the ride consists of bush riding surrounded by beautiful palms, ferns, tea trees, and other NZ flora I've yet to identify, all in vivid shades of green and brown. There's the occasional vista of the surrounding mountains, and each climb is rewarded by a larger descent. The descending tracks have natural banking on the turns, so you can just push it that little bit harder each time, skimming over the rocky surface and sketching it around the turns. There's a fair few washed-out sections, and deep ruts to keep you hyper-aware - one missed braking turn, and you could end up  broken a long way down the valley. We reach Owhango 4 hours later, after the final huge river crossing. The grins are large, and the post-ride beers very satisfying as we'd survived a tough day in remote bush conquering one of the tough rides this marvellous country has to offer.
"
93,"For evening entertainment, it was off to a night of Maori culture at Mitai. A strange night, really. On the one had, I got to learn a vast amount about Maori culture, but I couldn't help feeling that it somehow feels intrusive, or fake, as the Maoris put on a 'show' of their culture. Overall, it was a great night, but there's a niggling feeling of guilt that this is the way most tourists find out about local culture. I do hope that once I get to the more remotes areas of the East Cape that I'll be able to get a bit more into the truer aspects of the people. Leaving the marae, we all went out drinking. Man, I'm getting too old for this! A great night, but the rest of the people I was with were all under 25. They keep on knocking the beers back - it's a relentless pace. Eeee, when I was a lad, I could do that, but, blimey, I couldn't keep up with these guys. By 3am rolled around, and they were talking about going to the local strip bar to carry on, I had drunk myself sober and managed to crawl home. We did have a good old boogy at the bar we spent most of the night in, and that was excellent. I woke up in hangover hell though. Ugh. My final stay in Rotorua is at friends of the Rogers family, Ali. A cosy little house outside Rotorua, I've been relaxing, taking advantage of using a REAL towel instead of a poxy lightweight cotton thing, and sleeping in a double bed. Joyous!
"
94,"Today, I'm riding with Kurt, a Swiss guy I met on the road from Taupo to Rotorua. He's also done a lot of MTB racing in his time, and over the day he really takes me to school with his fitness and handling skills. It's quite humbling really! The Redwoods contain the best purpose-built trails I've ever ridden on. Despite being confined over small area, there's a maze of trails, all well-signed, and all with different characters. The dense network gets you really disorientated and despite sometimes being aware that you're just going round in circles, the trails are a delight.  Some are a roller-coaster of sharp climbs followed by bermed twisty descents with plenty of BSX jumps. Others are technical climbs, with step-ups, roots and switchbacks to manoeuvre the bike over. Others are complete scribbles on the map, a flat yet relentless series of non-banked turns around seemingly every tree in the woods - these trails are blast to try and push the bike to the limit, trying to maintain speed around each turn, the maximum enjoyment being extracted when you nail a series of turns in succession, and still have lots of momentum. One of the toughest, Pedro's Trail, spins its way between dense trees, slowly rising before throwing us into a descent with huge rooted sections, with large steps in the turns. This one's a real giggle because there's no room for error, going over the bar is going to land you on some lumpy bits of tree. After an hour or so of playing on these trails Kurt has the bright idea of heading to the far side of the forest to the National Downhill Course. Now, I like to stick to my XC roots, and am a little apprehensive, but hey, NZ's all about the adrenalin rides, right? Well, Kurt rode a pretty good chunk of the course. But I walked more than I rode. It did give me a new respect for downhillers; how they ride this stuff, and at speed, is beyond me. The course in Redwoods is steep, has some scary jumps, where the exit is a narrow gap between tree trunks, and enormous drop-offs.  After that little hike, we returned to the car park via the forest's Exit Trail - the most technical of the day. By now, my confidence was high, and this trail was a peachy finish. The beginning is a series of huge bermed corners and tabletops and finished with 500m of roots to drop the bike down. It's a tough finish to the day, but get down it in one piece, and you'll be buzzing all the way home. If you ever visit NZ with a bike, this is one place you have to come to!
"
95,"I needed to head off to the shops in Rotorua, a couple of blocks from the hostel. On the bike I go and at the junction, put the weight on the pedals to get onto the main road. Next thing I know I am sprawled all over the main road, something really didn't go right there.  Gather myself together, scrapes on the knees and elbow, more shaken than broken (I did fall over into the middle of a main road - lucky nothing was coming).  When I got home I noticed the rear sprockets had completely come loose - I have no idea how a sprocket can work loose, but it had, and when I went to push on the pedals, the sprockets worked loose, which led to my collapse onto the road.  Ho hum. Still in one piece, and the bike is now fixed 
"
96,
97,
98,"There was no recommended route from Rotorua to Castlerock, so the Lonely Planet book was packed away, and out came the road map. Which was actually liberating - instead of knowing what each day has  in store for me, suddenly I have no idea of the state of the roads, the route profile, or where I will stay that evening. The first day's target was to reach a camp site in the tiny town of Tokoroa. En route I went through a lovely gorge. I stopped to take a photo of my bike with the gorge in the background, only to lean against a fence as I was taking the photo. BzzzzzzZZZZT! Electric bloody fence. No sign. But then, why would there be inthe middle of nowhere? Andy becomes a little wiser.  I reached Tokoroa only to find that the campsite had been shut down for ""illegal"" operations. All very mysterious but it left me with a problem. The info centre guy could only find the nearest hostel or campsite a further 40km away. My body had already mentally shut down for the day so that was not a good prospect.  ""But, we do have one or two B+B options, sir. They're only about $40 a night."" Forty dollars, I thought? That's way above my budget  -the hostel's are only between 12 and 20 a night. Then I converted it back to pounds and realised just how cheap that still was by UK standards. Off I went to Mike's B+B. Not so much a B+B as 'staying at a guy's house'. More home comforts in a beautiful wee house. Mike was a really nice oldish bloke, but he could talk for his country. I had my evening meals with him too (all in the whopping 40 dollar price!) and basically just let him go off on monologues that may start on the subject of worm farming (honestly) and end up about geology of Northern Canada, having gone through politics, sport and religion on the way. With nothing more than a ""mmm"" or ""yes"" from me..."
99,"I boldly walked into the first cycle shop and chatted with the owners, Warren and Debbie. Almost straight off, I asked if they knew anyone who could show me the trails. Immediately, Warren said he could do it - do I want to go now? Amazing! The friendliness of this place is always refreshing. And so off we went. Warren only had time to show me some of the 30km of trails, and I would explore the rest on my own. The region around Tokoroa is pretty incredible. Imagine the Teletubbies landscape - vivid blue skies and vivid green rounded hills. Not too big, but lumpy enough. Now throw some enormouse boulder around for some variety. That's the topography. At Big Rock (there's a very big rock next to it) the forestry people have planted a huge pine forest and it's in there that the trails are built. Which allows for a pretty unique cycling experience. There's no long climbs and no long descents, instead the whole network is a non-stop up and down ride. After a couple of hours I was truly knackered. The terrain never lets you recover, always requiring one more lung stretching climb. The trails weren't the best, they were all a bit too samey really: very twisty, no variation of the surface (light soil covered in pine needles and cones) and the best of the descents were just straight down, rutted chutes. Still, it's good to get the fat tyres out, and I think that having just come from Redwoods I was a little bit spoiled at the time! I'd still love to have something as good as this on my doorstep at home. Oh wait, I've got the Chilterns which are actually quite similar! Warren left me after an hour, and I still had two trails, Dirty Harry and Alien, to do. Dirty Harry first - this one broke me completely. The ups were seriously up, and I bonked completely. Also, riding unfamiliar singletrack on your own just isn't fun - there's noone to push you on, and the voice in your head is amplified big time: if you fall and hurt yourself here, noone's going to find you for a while...  All this leads to a lot of bailing out of sections, and a general lack of enthusiasm. Which was the last attitude you need to ride the Alien. This is mega-technical and even though I was tired and walking the scarier bits, was the most fun in the forest. Clearly built by hand (the other trails were bulldozed), this handlebar width trail snaked up and down the bumps but also over rocks, roots and in a crazy zig-zag that required serious arm-work to keep the bike pointing in the right direction. Some sections were insane, and tough even to walk, but I emerged in one piece, happy to finish with that trail.  Another bike park in the bag, then! Big Rock's due to be felled next year, so these trails are almost gone, but the local club has secured another forestry area to build more trails on next year. So, this will remain a place to visit!"
100,"What a place! More teletubby hills, but the rocks here are incredible. Castlerock is a climbing mecca in New Zealand, with over 250 routes near the lodge. There's also countless bouldering opportunities. The lodge a wonder in itself. In the middle of nowhere (not good as I cycled here with no food....), surrounded by the biggest of the crags, it's a little palatial residence - pool, hot tub, tennis court, log fire. Heaven. But why was the mountain biking Vorb crowd coming here? Well, beyond the climbing, they also have two mountain bike trails, and a fantastic BSX course. BSX is like BMX racing, but the course if built on the side of a hill to allow m,ore speed and bigger jumps. We were to be fully sated by the end of the weekend... For the first night, I had the place to myself. Wonderful.  By full flow on Saturday night, there would be about 60 people from Vorb staying, and more coming over just to ride on the Sunday. Vorb exists thanks to one man - Tama - who initially maintained a phone list, then an email list then an embryonic website to keep him and his friends informed about local Wellington rides. It's grown and grown and is now NZ's busiest site, and is still run by Tama. A great acheivement really. It's the online equivalent of Singletrack's UK site. The weekend could be divived into three topics for me. Cycling. Party. Hacky Sack. Yes, for the first time I found myself among some hacky players, so it was great to spend many hours keeping the legs elastic, and even learning some new tricks. Will H - I'll be stalling as well as you by the time I get home!. Party. One thing that really sets the Vorb crowd out from, say, a Singeltrack meeting, is the mix of ages. There were plenty of people around my age (31), lots of 20-somethings, but also loads of ""Groms"" - teenagers. And while the groms do come in for a lot of mockery, it's great to have them here. They provide much entertainment as they prove that they cannot handle their beer. Ask me one day about ""Where's the bitches? Hee hee hee"".  There was also much late night entertainment to be had in the hot tub. Cycling. Where to start? Castlerock has two trails - the Easyride trail, a dull farm track road - and the Freeride. Most definitely NOT dull. In fact, dull is the last word you would ever use to describe it. This trail has plenty of ""XXX"" graded obstacles, which thankfully have easy routes around, but plenty of the non-XXX obstacles are also terrifying.  One memorable section drops about 20m vertically, around 5 switchbacks. The first is entered at speed and throws you back into the slope over a huge root. Immediately you have to feed the wheel around a rock to enter the second switchback, which drops over another 10"" rock. There is no roll out from this drop, the trail turns 90' right straight away into a rut to the next switchback - you have to drop the front wheel, and turn it before the back wheel has cleared the drop. Out of this one, it's another steep rock face down to an easy roll out, but watched the speed, because you've got to cross a 2ft plank of wood over a ditch , turn the last corner, and then off you go to next section. That whole thing has taken about 15 seconds to ride! There were plenty of other sections like this on the trail. The XXX sections included seriously large rock drops, jumps, and vertical ladders. Photos will be uploaded.... My short-travel XC hardtail had a really hard time on the this trail, but it got round ok. Fortunately, the guys from Keewee bikes were there with their demo bikes. Keewee are a NZ brand making freeride and jump bikes. And they were available for all of us to take out and hammer. I can't begin to explain how much easier the freeride trail is on a 6"" travel full-sus bike designed to this kind of riding! Everything was so much easier, and faster. I was riding on the http://andycotgreave.fotopic.net and on Vorb . Aside from the horror of grown men in frocks, there was some damn fine riding on display, and some equally amazing spills. And here's some off-the-bike shots here And all the while, the sun was out, making it a pretty special weekend - meeting so many Kiwi riders was excellent, and thanks to Tama, this Vorb BBQ had turned out to be a huge success."
101,
102,"If you look at a map of NZ, the Coromandel is apparently a small peninsular quite near Auckland on the East Coast. There's no way you would expect it to have so much in such a small place. And given it's small size, you really wouldn't expect so many hills. It's as if the area is the geological landfill area for old and worn volcanoes. The new volcanoes remain in the Central Plateau, but once they've gotten old and rickety, they get pushed up to the Coromandel, piled high and close.  It's a ruggedly beautiful region; the mountains are big and beautiful, but the coastline is also spectacular. The West coast is lined with rocky coves and beaches, and the East has the sand. Cycling up the West and down the East coast allows the rider to appreciate the contrasts between the two sides. It's a massively popular area in the summer, and I really appreciate being here in the relatively quiet spring.  I started this leg in Thames, at the Southwest end of the peninsular, and on day one cycled up to Coromandel town. While there was nothing really of note about the day's riding, it was a good day for the soul - riding along the coast was a new experience, and the views of the mountains further north were inspiring me to keep going. I got a small indication of the climbs to come though.... Coromandel town is a teeny little place, once crowded with gold-miners, but now pretty quiet and with it's fair share of cafe's and bars. And the greatest hostel ever, Lion's Den. Run by the slightly bonkers Lynda, it's a cozy little place, rickety but crammed with flotsam and jetsam, both literally and metaphorically. Driftwood, seaweed and seashells are everywhere, hung on the walls, on every surface. And all manner of craftwork and artwork too.  Linda keeps everyone happy with a wonderful attitude, and rewarded us all with pancackes one day because she was impressed how clean we'd left the kitchen! And she also gave me a handful of fresh veg to keep me going on the day I left. Magic place. If you ever come this way, STAY! I guarantee you'll be there longer than you expected (I was there for four nights instead of one...)"
103,"I was going right to the end of the road at Fletcher Bay, the starting point for Coromandel Walkway  -a well-regarded coastal hike. The road from Thames to Coromandel had been beautiful, but it was the road north of Coromandel that really got the jaw dropped. The water seemed a deeper colour, the mountains more rugged and the bays more beautiful. Part of this was the self-satisfying feeling of cycling where few visitors to New Zealand venture, but largely this part of the peninsular is simply stunning. The ride north was TOUGH. It was a hot day, and the first third was over some big passes. The middle third was flat, allowing me to soak in the sun, the views and the beautiful trees. The last third was the real killer though. Two climbs took me to Fletcher Bay, and cruelly you could see the full extent of each one right from the start. Long and windy, I was also pushing it hard because some ugly storm clouds were heading my way from Auckland.  Most people may be reading this thinking it sounds like hell. But for me, this riding is great - tough and gruelling- if you don't push yourself you won't feel the greater sense of acheivement at the end. And what an end! Fletcher Bay is a sweet little bay of dark sand, flanked by green hills and rocks, with views of Great Barrier Island in the distance. There are no buildings there, and pitching the tent in this remote venue made me very happy.  Sharing this wonderland was one other traveller, Dan, from Montana. A great bloke, super-laid back, it was a pleasure to be sharing this place with someone like-minded.  After a night sleeping (fitfully) to the sounds of the surf, Dan and I set off at 7am to do the Coromandel walkway. A 6 hr return trip along the best coastal scenery I've ever seen! Dense bush and beautiful clear water lit by a rising sun - this kind of thing is hard to beat. It felt other-worldy, and I kept expecting to see a Pteradactyl flying around!  I haven't done much hiking in the last 10yrs, so by the time we got back, my legs were battered. I needed to get a good night's sleep in preparation for the following day's ride back to Coromandel Town (back the way I'd come). Alas, the good weather couldn't hold out. The wind picked up and the rain came down - it was a long night with the tent flapping around, the surf crashing, and the rain battering the tent. I think I got about 3hr's kip! All was not lost however, because the next day dawned bright, with a strong Northerly wind - a tailwind for my ride home! Not that the tailwind made for an easy day's riding. The hills were still huge; but the wind did make a positive difference. Phew! And at the end of an uplifting three days in the remote north it was a weary but happy return to the Lion's Den!"
104,"What better to do than let the brakes go and see how fast Andy, bike and B.O.B can go.  At 60kph I figured I'd better start slowing down. As soon as the brakes go on, however, the bike begins a little speed wobble. The handlebars assume a life of their own, doing a small left-right turn of its own accord. Continued braking forces this wobble to continue, with each little s-shape getting bigger. There I am, now over 60kph with the bike making bigger and bigger s-curves down the road. For about 250m this continued, and boy I was terrified. The edge of the tarmac was getting closer and I knew that if I fell at this speed I would be soon rag-dolling across the road, probably with 35kg of trailer bouncing on top of me. Somehow, I got out of the wobble - not sure if it was my attempt to completely lock my arms, or grip the crossbar with my knees but as soon as it started, the wobble stopped. I got to the bottom of the hill, pulled over, and had to sit down for a minute or two to let the adrenalin work its way out of my system. This was NOT a clever episode to go through - I got away with it this time, and their won't be a next time for this little experience... Conclusion? Don't go faster than 50kph."
105,"That was the main hill for the day, but for the rest of the 40-odd km the were a few more hills. Nothing really of note though, apart from the NDE (see the previous page). Whitianga is a biggish (by Coromandel standards) town set alongside the sandy Buffalo beach. After the week on the west of the Coromandel, it's wonderful to be on sandy beaches with calm bays and views of the scattered islands on the horizon. The day I arrive is the day of the Melbourne Cup, Oz's biggest horse race. Since I'm not going to be back home for the Grand National, the one time I place a bet in the bookies in the UK, I figure it's worth a punt. Randomly choosing the first British horse in the starting list, the old boy comes in third - $120 winnings.  Hurrah! I decided to celebrate with a pint. The beer in the bar is great, but some local Maori younguns give me some hassle - nothing of any real note, but just a general unpleasant attitude. First time that's happened in NZ.  Since the beer celebration didn't quite work, I thought I would then splash out with some fish and chips for dinner. Except that only cost $4.50 (about two quid). And while in the chippy, there was a car crash outside, and the guy who caused it sped off down a side road, immediately followed by the other car. And so they chased each other round the block a couple of times as we called the cops (yours truly did the right thing and got their number plates!) One of the other people in the shop then saw the first car pull into the local drug house, and I figured that then was the best time to leave the chippy and get home to the refuge of the hostel.  Whitiange, eh? Quiet little beach town!?"
