,blog
221,"Bow Pass Another pass today - - a long, steady one this time. We rode the first 17 miles or so into Lake Louise with a guy named Chris who we'd run into at the hostel. It was a nice change to ride with someone else for a few miles. We split at the fork of 1 and 93, where we headed north on the Icefields Parkway. Wow. What amazingly beautiful country! I've been saying that since Helena, but it's just getting more and more beautiful and scenic! One more major pass tomorrow - - Sunwapta Pass. It's not so much higher than the others so far, but we keep hearing it's killer - - folks keep saying they won't even take their RV's on it. Should be a kick! I'm hoping I'll sleep well tonight - - I'll need the rest! Speaking of which, I'm gonna zonk!     "
222,"Sunwapta Pass Well today was exhausting! We were already really fatigued before we ever got started, and exhausted before the pass. It was a tough one! I usually really have a blast on the passes, but we're in need of a bit of rest. We may stay here another day, but at least we'll probably rest a few days in Jasper, which is about 50 miles further down the road. Today's ride was, of course, beautiful. I think I prefer the Banff ride, however - - yesterday's terrain will be pretty hard to match. The water on the Banff side is turquoise with a suspended powder from glacial runoff - - it's really beautiful. I think this water on the Jasper side would be too, except it picks up a bit of dirt on the way down and is rather brownish. The hostel we're in tonight is a ""rustic"" hostel, but the hosts have set up a makeshift shower which we really appreciated. I was really offending even myself on the way up the pass - - not smelling too sweet! Not good for a night in the dorms! I was really crabby on the way to the pass. Successful touring seems to be largely about attitude, but it's really difficult to have a good attitude when you're so tired. I'm not sure how far we'll get. Dad's been talking about throwing in the towel . . . needing a real break, I suppose. I'm hoping a few days in Jasper will help us recharge and improve our attitudes. I don't think we'll have enough time to reach Anchorage, but it would be nice to get to Whitehorse. From there, we could head down to Skagway and hop a ferry down to Juneau, the fly home.  I found out today that my Peace Corps invitation was sent out to my permanent address . . . I'm really excited! I tried to call my placement officer for more info., but no luck! :(    I'm really anxious to find out where and what and when!!!!!  I was really disappointed that I couldn't reach her. Didn't help with my grumpiness. Ah well, I'm beat . . . I think I'm going off to bed. There are a number of neat peaople here tonight, though - - a French couple and a few others I could practice my French with. I wish I were more energized!"
223,"TANZANIA!!!!!!!!!!!  I got my Peace Corps Invitation info. by e-mail today. I'm going to Tanzania in September to teach secondary-level mathematics! Apparently I'll really need to know Kiswahili to teach - - they'll teach us during the 2.5 mos. training. I'm planning to get some resources to start learning on my own though - - I really don't think 2.5 mos. will be enough for me! I also need to be seeking out teaching resources. I wish I knew what courses exactly I'll be teaching. It looks as if they really send you in as a full-fledged teacher though - - full schedule and all. Should be fun. I'm so excited! The news of my invitation really propelled me on our ride today. It wasn't too far, and we had a significant decrease in elevation. But we're both worn out - - I was happy to have the extra energy. We need a break. The campground we're in is huge - - feels like a camper factory. It's nice thoguh, and has a shower facility. It's a bit far from town - - we may move tomorrow so we can be somewhere better to rest. We're really wanting to stay off the bikes for a few days."
224,"Well we moved into the hostel today. The cheapest hotel in town was $145/night. We had a tough ride up the the hostel, but they have a shuttle to get us to town and back. It cost $3 one way, but is much better than having to ride! I really want to avoid tearing our muscles up again for a few days. Dad and I are still feeling completely trashed today. We didn't do much of anything, but had a hard time making it through dinner and waiting for the shuttle again to head back to the hostel. I think our fatigue from the past week or two of riding has really caught up to us. We'll really have to rest until we've re-energized and can handle the idea of biking again - - a few days at least! I got the replacement arms for my Aerobars at the bike shop here in town this evening. The folks at Profile Design shipped them in for me. I really appreciate their help! I don't think the springs are a good design, but I would recommend the company!"
225,Whistler's Hostel Another rest day today . . . nothing terribly exciting.
226,"Whistler's Campground Just resting again today. It looks like I'm kinda backed into a corner on this trip though. Along with my Peace Corps invitation came a bunch of paperwork, physical exam follow-ups, and other things I need to prepare a.s.a.p. And there's more on the way, apparently. I don't know if I can get those all done while I'm on the road in Canada. We're debating what to do next. I'm really enjoying this cycling. It's very therapeutic! But it looks like we won't have enough time to make it to Anchorage anyway - - Dad has to be back to teach by the end of August, and I'd also like to spend a bit of time at home with Mom and Lori (sis) before heading out for the next two and a half years. I guess we'll make a decision tomorrow as to whether we'll continue north, turn southward to work our way closer to home, or perhaps try to hop some public transportation back. I just can't let this cycling get in the way of the Peace Corps assignment, no matter how much fun I'm having, because it won't keep me fed for the next few years! But stuck back at the parents' place for the next two months when I was supposed to be cycling to Alaska won't be easy! And I'll be so anxious to head off to Tanzania - - I'd much rather be biking while I have to wait!"
227,Whistler Campground Another rest day . . . nothing too exciting.
228,"Twin Pine Motor Inn Well we finally decided this afternoon to turn southeast toward home. There really wasn't a good solution - - Dad was ready to head home. I could have kept on northward, but I don't think I would have had the time to make Anchorage anyway, and I would have had serious troubles completing my Peace Corps paperwork and stuff. I am really not ready to just quit though. I'm feeling like we've just gotten to the point where we're having a blast and know we can - - but still just at the end of the beginning. I'd still like to slim down - - no luck so far! Can't believe it! So anyway we chose a sort of middle ground - - ride toward home for a bit longer at least. I still will be delaying my Peace Corps obligations, which is probably unwise, but at least I'll not be completely abandoning the ride, and I'll have a little while to get used the the idea of not reaching Alaska. I'll finish it out someday, though!!!!!! The ride today was pleasand and beautiful - - mostly a steady downhill. This motel turned out the be pretty nice - - friendly staff and good cafe. :)"
229,"Twin Pine Motor Inn Reset Odometer Well today we got about 7.5 miles out when POP! Dad had a blowout. Afer replacing the tube and reinflating, we realized the sidewall had begun to rip where it met the edge of the rim. Not even two months of use on those tires!!  Specialized Infinity 700x35c. Avoid 'em!!!!!  Flat after flat, and then the sidewall rip out.He has't been riding them underinflated, either - - we've been pretty attentive. Anywa, we put a temporary boot on it ad headed back into Hinton, where we found no cycle chops and no 700 tires even at Walmart and Canadian Tire. So we ordered a tire out of a shop in Edmonton, which they sent by courrier on a Greyhound bus. That's the way to do it if you're ever stuck in nowhere, Canada! We knew we should've had a spare in the first place, but never found the right one. Glad to have Greyhound!"
230,"Sundowner Inn Well this ride turned out to be a bit hilly, with a little pass around 1100m. Good ride, though. Only one flat! Yup! - - on Dad's brand-new rear tire! Enough already! Knock-on-wood, but mine haven't had a flat yet this trip, and only one on our trip last summer! I'm getting to the point where I'd swear by these IRC Durotours that came stock on my Trek 520. Now I just need to figure out how to get more of them for spare and for Dad so we can actually get a few miles behind us between flats!! We had made reservations at the Summerland Inn for the night, but it was a pit - - we managed to get out of the reservation, then found the Sundowner. It was a little more pricey than we had hoped ($88 Canadian with tax), but it was really nice and had a great Continental breakfast! Ordered Chinese and stayed in all evening - - perfect!"
231,"Journeyman Inn No flats today! Wow! It was a drizzly day though - - that's no fun! We had a good lunch stop right about halfway, and then headed on into Entwistle. I love that name! I want to live in Entwistle! The terrain was pretty steady today, but afer being half-wet and half-cold all day, the rest and shower were great! We had a steak at the Lighthouse Restaurant next door - - good stuff!"
232,Super 8
233,  
234,
235,"        My original plan was to head to Prince Edward Island and do Nova Scotia, and see the place where I lived for a while when I was young. But, as you will see, I did not quite make it. Nonetheless, I made it into Bathurst, NB in 8 days, just under 1200 km.         I was mostly self-sufficient in the sense that I carried two days worth of food supplies, a small propane burner and fuel, and slept in my tent for most of the trip. My bike weighed in at a whoping forty pounds, and my equipment added another fifty pounds to the mix.          You will find my equipment list in the next pages. Some items that I wish I had brought are listed near the end. Remember that the tour started on May 1st, and that the equipment needed to stand up to the cold as well. I have also included my itinerary in the following pages.         Before this tour, my longest distance had been a 170km trip from Ottawa to Petawawa, so much experience and knowledge was gained from this trip. I will highlight these tips and tricks in my journal, and provide as much information as possible with regards to the route I followed, because I know from looking at other journals from this site that this can be usefull in preparation."
236,
237,
238,"Breakfast: French Baguette (stays fresh in ziploc bag), Peanut Butter, Instant Oatmeal, Dry Fruits, Hot Chocolate Lunch: Instant Chicken Noodle Soup, Dried Pepperony Sticks, Fruit Cups Diner : Rice, Canned Stew, Hot Chocolate, French Baguette, Fruit Cups I bought fresh cheese and fruit along the way. I carried a can of Gatorade powder and made it as I went along. The 2 liter hydration poutch carried enough water to make dinner and breakfast and to clean myself and the dishes. In the daytime, I would refill my water bottle from the hydration pack when I stopped for a break.  Canned foods are very heavy and not recommended. I only brought them because of my small budget. I recommend freeze dried foods that are very light but a bit more expensive. With the one burner stove, at the end of a long day, you want something quick that can be done simply by adding a pouch to water and cooking it. Take care to wrap all foodstufs in ziploc bags as to not attract wildlife to your tent. I always carried ""extra"" snacks in case I needed a power boost. Personally, I prefer the chewy Vector Energy Bars than Powerbars, and also enjoy the Fruit to Go bars."
239,"            My bike was very loaded, a lot more than in my supposedly fully loaded trial the week before. It was probably the extra food I had packed. I had hardly left Ottawa, and I was convinced I had a flat. The bridge to cross into Québec (Pont Alexandra) has a pedestrian walkway made of wooden planks and has thousands of nail heads sticking out at unsuspecting tires  But finally I was fine, and got underway.         The decision to cross into Quebec directly at Ottawa rather than in Hawkesbury or Cornwall was motivated by Quebec's 'Route Verte'. This is a 3000km network of roads and trains with large paved shoulders! The only section of the route without paved shoulder in Thurso.             I had lunch in a small canteen in Fasset, and took the 344 after the Hawkesbury bridge to follow the Ottawa River. I find that it is more pleasant to follow a body of water when riding long distances. It helps with the orientation, gives you something to look at, and there is usually communities at short intervals. The 344 is very quiet, definitely a secondary route. The road surface is pretty banged up, but I had a lane to myself for a good 60-70km.         The Ottawa River is quite wide at that point and a HUGE damn crosses it at Carillion. The only big hill for the day is a steep grade up right after the town of Carillion.            I arrived in St-Placide near the end of the day and stopped to ask a man working on his fence how far it was to Oka, my planned destination. I thought I had about 20 km to go, but he said it was only 5km, so I asked him if I could camp in his yard. Turns out he had an isolated camping spot right on the river, complete with picnic table and dock! So I setup camp, cooked dinner, and looked at a beautiful sunset over the river."
240,"        I did not know at the time, but there are political tensions at the Kanetasake Mohawk reserve in Oka, and the 344 splits the reserve in half. So if you plan to use this route, I recommend to have planned an alternate in cased the road is closed. I must admit however that it is an ideal route to follow to enter Montreal. I made sure not to stop on reserve land, and saw a few warriors in their apparel, and had to cross a small police road block before the reserve.          I met my dad in Rosemère, just north of Montreal, and he guided me though Montreal on a circuit of paved and unpaved trails. He had done them before and was relatively familiar with the street layout, so we crossed Montreal in good time. He left me at the Jacques Cartier Bridge, which is well accessible to pedestrians and cyclists via a sidewalk separated from the main roadway. I used the right side of the bridge (I think you can access both sides) and took a bike only exit down to street level on the other side. It all looks very confusing because it is a series of viaducts and streets on different levels crossing each other, but I found that once I had gotten on a regular boulevard, it was easy to orient myself.            Crossing Montreal was actually a lot easier than expected, and there were some beautiful views. All you have to do is make certain you are heading south. When you hit water, find a bridge!            We had rain all day today, with a warm clearing near the end of the day. I stayed with my uncle and aunt in Boucherville and had a nice warm shower, a hot meal, and a bed!"
241,"        I was offered a place to stay in Nicolet, but I was having lunch and decided to go on. I was already ahead of my planned route. Another migratory bird refuge near Nicolet posted yellow road signs warning of birds on the road! There was actually a blanket of white geese in the fields!             There is a confusing section of highway near Gentilly and the Gentilly nuclear cenral. The 132 becomes the 20 for a while and it is forbidden for bikes to ride a major highway with posted speeds of more than 100 km/h. I braved the first section on a large full-lane paved shoulder, but met-up with another cyclist who was president of local bike club. He showed me that the road parallel to the highway, even though it was marked a dead-end, was in fact a cyclist-reserved road that bypassed the highway section.         By now my legs are used to the daily torture inflicted upon them, and I am beginning to break my butt in (not my seat though). I must say I am very satisfied with my Terry Liberator saddle.         It is pleasant to be able to converse in French, and I get a slight impression of cultural differences between here and Ottawa. I am beginning to feel like I am getting somewhere.          I believe that I have mastered the technique for finding a nice, free camping spot. I stop at the nicest house I can find, with the nicest view of the St-Laurence, and tell the owners that I am biking from Ottawa to Halifax, and from where I left that morning. That is enough to get them into awe, and while the effects of this last, I ask for permission to put my tent in the backyard. Still in awe, they escort me to the back, and we chat about my trip so far. You have to make sure the details are interesting enough that they want to know more (or begin to catch cold) and they eventually invite you in for the night. That night I had a shower, bed and the lady even made my a breakfast with some homemade cretons!          The folks I stayed with had hosted another cyclist some twenty years earlier that had cycled the world starting in France the into Africa, Asia, South America. His trip was coming to an end as he was heading for Halifax to return home to his wife he had not seen in three years! All this to say there are some very hospitable people in that region of the Lower St-Laurence and Gaspésie.   "
242,"        I felt that my bike was beginning to handle a bit differently so I stopped to check things out, and find a flat on my rear tire just as I was coming in to Lotbinière. I unloaded my bike (in the snow) and changed the tube (in the snow). It was getting pretty cold, even with my two jerseys, shorts and slicks, arm warmers, headband, thermal gloves and jacket. I found my gear appropriate for riding, but a little cold for sleeping and off-bike activities.          I stop in St-Croix for the biggest poutine I have ever seen (I couldn't finish it!). With the Quebec City Bridge in sight, I get my second flat of the day. There was probably a object lodged in my tire  I was staying with friends of friend of friends just a little ways away from the 132. I patched my tubes when I arrived. When I inspected my bike, I noticed that the back wheel was moving from side to side. I took the bike in to the shop (which stayed open half and hour late to wait for me and my bike) and the guy tightened my cones and tuned up my front derailleur. It cost 5$. Turns out my wheels were way under inflated (by about 30 psi!) So he pumped them up to the upper limit. The ride was improved drastically, and I gained about 5 km/h!         I am warned that the hills start tomorrow, after Montmagny!
"
243,"        I followed the cycling path suggested by the 'Route Verte' maps which is follows the St-Laurence river right through Lévis starting at the Quebec City Bridge. It offers as close a view possible of Old Québec City and the port installations as possible without actually being on the north shore.               Rain at midday as I was comming through St-Jean-Port-Joli. This was one of the nicest town on the hole trip. It is filled to the brim with sculpors and artisans with hundreds of shops selling arts and crafts. I eat lunch at Tim Hortons in Montmagny (they are my unofficial sponsor!). I find it necessery to get a nice warm meal with soup and hot chocolate, and these restaurants are mostly guaranteed to have an electric hand dryer, so every lunch I would basically take my close off in the washroom and dry everything down to my boots. In cooler weather such as this, it is crucial to remain dry (including feet).             The town of Kamouraska offers one of the most beautiful landscapes of this trip, with old restored historical homes, and for the first time, the smell of seawead and maritime air fills my nostrils.         The mountains to the North are spectacular and magestic, even from a distance, and some are still snow capped. This is one of the advantages of taking the 132 as opposed to travelling on the north shore. First, the road is apperantly better, second the sun sets on the St-Laurence and makes for some nice pictures, and lastly, it is easier to cross the bridge in montreal rather than taking a ferry. I say this because the bridges in Trois-Rivières and Quebec City are closed to pedestrians.         In this sector, the 132 is very quiet, but an old lady nearly ran me over with her car in St-Denis. I was crossing a T intersection at good speed, and she underestimated my speed and cut me off to turn on the right. She came within one foot of my bike. Some kids comming home from school shouted insults to her on my behalf.         So far the hills are nothing worst than my training runs in the Gatineau Park. I noticed a public phone when I rode in to St-André and decided to call home from there. It was in front of an old school house. I asked a passerby if it would be alright for me to camp there. The lady told me it belonged to a certain foundation. It seemed like a good spot to camp, so I setup camp out of sight, next to the St-Laurence.   "
244,"        The road after Rivière-du-Loup is very boring and uninteresting. Fields, no view of the St-Laurence, no mountains. The shoulder is non-existant, and there are my tractor trailers as this is the main access route to New-Brunswick and Gaspésie.         After Trois-Pistoles, the terrain becomes more hilly, and you come across a very nice strech of land with the Bic National Park. You get a taste of the Appalachians with steep slopes covered in connifourous trees.            It was very cold comming in to Rimouski (apparently it is always a few degrees cooler there than in surrounding regions) so I took a hot chocolate there. When I got close to St-Flavie, I really wanted to try and get offered a room, because I was cold, some of my equipment was wet, and it was beginning to rain. I tried about five places without luck. The tourism office for the Gaspésie region is in St-Flavie, so I stopped to ask about b&b's and hotels.          Finally, I rode in to the Rita motel, wet and miserable. I paid 40$ for the room, brough my bike in and cleaned it well, layed out my things to dry, and cleaned myself well before laying down to dry... Anyhow, I should have planned for a motel about halfway. This place is highly recommended. The rooms are clean and newly renovated. The Weather Network is forcasting sun well into next week and warmer temperatures."
245,"           About 30km outside of Mont-Joli, I begin to cool down and stop to put my jacket on. To my great suprise, it had vanished from the stuffsack it was in. I remembered packing it at the motel, so I figured it had fallen off. Give the cold temperatures and run-ins with snow, this was a crucial, essential piece of equipment. I shouted a few swears, collected myself and waited for a while. About five minutes later, a pickup stopped to tell me that someone had picked up my jacket and was comming with it. Of course that generous someone had decided to keep the coat, and I never saw it again.             My budget being quite limited for the trip, I thought that I should stop in Amqui and head home (a good jacket in these small towns is around 100-150$!). I had snow as I was entering Amqui (to discourage me from continuing). I had lunch, and called the train station, who told me I could not get on there with my bike. So I was forced to continue, and bought a very overpriced (but nice) rain jacket at a small sport store on the 132.          The Matapédia valley is one of the most scenic spots on the trip. I would defenitely check all my equipment before entring, because it is nearly unhabited for a good 60km. The road is mostly parrallel to the Matapedia river, sometimes cut in the rock facade. The road is downhill for almost 30km (sufficiently so not to pedal) and the entire landscape seems to be sucked verticallyy down to a distant point on the horizon. The river runs at a very steap angle. Very strange. I realize today that my camera battery is going, and without it, I cannot take pictures. I have to bring a spare on my next trip. At last, I cross the unofficial bridge in to New Brunswick. I will tell you where I sleep in tommorow's entry..   "
246,"           There are a lot of hills comming out of Tide Head. The hills in Dalhousie are the steepest I have ever seen a town on. They call it Little San Fransico. I had to get off the bike and push for the only time in the tour. In DOWNTOWN Dalhousie.          The Restigoushe River estuary is quite splendid, with the mountanous landscape of Gaspésie in the background. The water actually looks a little turquoise in comparison to the St-Laurence. Strangely, after Dalhousie, the 11 follows a very narrow causeway between the Bay des Chaleurs and some other lake-like body of water. The wind was atrocious, and I was crawling at a crippling 5 km/h for a good kilometer and a half, pushed over opposite to the wind at a very acute angle! I thought I might have to walk that section.          Be forewarned that when you pass that causeway, you are entering the heart of Accadia! French is my maternal language, and I could not understand a word of french that the convenience store clerk spoke, and nor could she. 'Combien loin pour Bathurst?' - '????????' she answered... And they stared at each other realizing that it was beyond their power... Sorry!            I must say that the 11 is quite nice. A sign near Tide Head explicitly forbids trucks (besides pickups) to use the highway.          This had been the first real day of sunshine since day 1, but there was still a strong crosswind from the west."
247,"        I decide I better stop before I ruin the trip by comming home completely exhausted and discouraged. I was well ahead of schedule, had done two back to back centuries for a total of 4 in the trip, and had averaged well above 20 km/h. I was proud to have reached the 1200km mark. And to me this was an accomplishment rather than a failure. I had not quit, simply stopped.          So I waited at the train station for a few hours, packed my bike in the hugest bok I have ever seen. All you have to do is remove the pedals (so make sure you carry a pedal tool if you want to travel by train) and turn the handle bars sideways. There is a registered luggage fee of 15$. The train ride (tough moslty in the night) offers spectacular views of the route I just followed, the Matapédia, Gaspésie, Montreal... The ticket from Bathurst to Ottawa for a student was only 110$ in a economy seat. I felt that the train was best over the plane because I could hop on at any of the 15 or so stations on my route, and my route followed almost directly the train line.         And thirteen hours later, I was in Ottawa, hugging my girlfriend for the first time in a very long week..."
248,"        The next tour is planned for june or july 2004 and will finish the Atlantic leg from Bathurst, NB to Saint John's, NL. I plan to visit PEI, the Cabot Trail, and take the ferry to Port-aux-Basques for a long ride in Newfoundland. I find the ferry to Argentia makes it to easy to get to the final destination. That tour should take about two weeks, and I hope I can complete with my recently acquired knowledge. The following tour (we all plan ahead right?) should be three weeks from BC to Ottawa. I think you see where i'm going with this. Coast to Coast. Maybey after that I can do it all over again in one shot!         I hope you have enjoyed my account of this short trip. Please, do not hesitate to communicate with me for more details. Also, I am looking to purchase a new touring road bike in the 1000-2000$ CAD range. If you have any recommendations, please write in my guestbook.          Be advised that the pictures from the trip have yet to be scanned, but you can expect about 30-40 pictures in about a week."
249,
250,"Following the trail around the western end of the lake we were able to enjoy the light change on the water as the day progressed. A couple hours of easy riding brought us into Grimsby where we took a break at a local store and bought some refreshment we rely on a lot in warm weather...popsicles. Two more hours of riding and we were into Port Dalhousie. A great place to stop for lunch as this is part of the old Welland Canal and has many attractions. The trail now follows the shore to the present Welland Canal where we were lucky enough to see a large ship locking through. The trail east of here has a couple miles of nasty road... narrow, lots of traffic and a poor shoulder. Waiting until the road bridge went up to let the ship pass we took off and flew along the empty road. The ride into Niagara On The Lake passes through orchards and vineyards then into a very pretty town. We  picked up The Niagara Parkway Trail and rode a short distance south to Shalamar Lake Campground which is just off the trail."
251,"Since I had not been able to get a definite answer on the condition of the Erie Canalway Trail west of Lockport we decided to intercept it closer to its western end. We rode out of Niagara Falls on hwy. 62, which had a good paved shoulder but also the detritus of a busy city. It wasn't long before we were rural and after some local advice we came across our goal. Obviously unridable. Not yet. Good roads got us into Lockpot which is very interesting as the present trail terminus. The engineering of the locks is quite impressive as they are cut through the stone. As we rode the trail we wondered where all the people were. The trail was ours alone, almost. A couple hours of pleasant riding brought us into Middleport where the bridge attendant, who was putting finishing touches on a bridge paint job, directed us to a spot on the other side of the canal. We found a grassy area to set up our tent and showers and toilets. All this is because of the boaters but may be used by cyclists and hikers. Because of the wet spring and high water levels boat traffic was light and no one shared our park. After setting up and having supper we spent some time with the bridge attendant who was a wealth of information.
"
252,"Somewhere along here I got a flat. Since I always carry a spare tube it was only a few minutes before we got going again. I have bad luck patching tubes so started looking for a store that had 700mm tubes. Had to settle for 27in. at about the third town along. Because we had been warned of the condition of the trail surface near Rochester we were not surprised by all the speed bumps. We slowed right down and slalomed along for a couple of miles Getting through some tricky parts where the Genessee River crosses the canal was made easier with the arrows painted on the trail. A little bit of attention got us through the parks along our route. A lot of commuters were on the trail heading to their homes in the suburbs. One of them stopped and chatted for a bit. He was helpful with local info and was looking forward to taking part in the mass ride of the canal which takes place in mid July. He and his wife had their registration numbers as there was a cutoff at something like 500 riders. Must be a sight to see as we had only seen a handful of riders until Rochester. The lock at Pittsford, east of Rochester looked like a good place to spend the night. It was busy with people out for rides and walks but would quieten down at dark when the gates would be closed. We shared the grounds with a young fellow from Boston who was loaded up and on his way to Oregon."
253,"At Palmyra we had to leave the towpath and ride Hwy 31. It had a good shoulder but it also had rolling hills. Not too bad but we had become spoiled after the flat towpath. Also it started to rain. As we were leaving town it started to come down pretty heavily. so we headed for a welcome sign, ""BAR"". We grabbed a couple of stools at the side and ordered some bar food. Regulars were coming and going, some of them didn't even need to order which seemed to be a good sign. The owner was very nice and taking pity on us told us we were welcome to stay as long as we liked. He had some stories to tell and when we asked him about Palmyra being the birthplace of the Mormon religion he told us about the yearly pageant that draws thousands but doesn't do much for his business. As the rain tapered off we carried on, arriving in the sleepy community of Clyde without a room to be had. Our map showed Lock 26 to be a couple of miles off the highway so we headed there knowing we could at least camp. The lock attendant was surprised to see us roll in. The grounds were well kept, as they all had been and we felt quite comfortable in spite of the lingering showers. It was extremely quiet with not a boat in sight, nor would there be, and no other people. Even the fish were acting strange. Dozens, maybe hundreds of carp were swimming at the surface gulping as though they were trying to breathe. We had weird dreams that night."
254,"The ride along Hwy 31 continued to be safe and easy. We were able to shop for groceries in Weedsport and, unable to find a park, had our lunch on a grassy bank along the road. We took another break in Baldwinsville which is a pretty town with a busy waterfront. We were able to take advantage of their facilities and had much appreciated showers. We had intended to make it to Oswego but since the wind was bothering us and the traffic was getting heavy we checked out the locks in Fulton. They were in a busy area at the back of a restaurant and as we were deciding whether to push on or not a local lady came along and told us of a nearby campground.  The campground was a nice surprise, not fancy but suitable. Most of the people seemed to be seasonal as we were the only transients."
255,"We decided to move our tent around the corner of the hill that was behind us and found some shelter. About mid morning two other cyclists came in. They were going with the wind at their backs but were not enjoying it. The one fellow was on a recumbent with a windscreen that was acting, as he said, like a spinnaker. As we compared notes we learned that they were part of an active cycling group from Royal Oak, Mi. and were on their way to Bar Harbor where they were to meet their wives for a holiday.  After twiddling our thumbs for too long we headed the short distance into town. We cycled most of it and were glad not to be out on the road. Picked up some easy fixings for dinner and went back to our camp and played scrabble. Still blowing when we went to bed."
256,"The road turned inland a bit and became moderately hilly. The fast glide down helped us part way up the next hill. In a few cases we were glad to get off and excercise different muscles by walking. Our next view of the lake was Sodus Bay and as we entered Sodus Point we decided to look for a campsite. We found a nice campground on a bluff on the west end of town. After setting up we rode back into town to look around and enjoy.  As it was Sunday the campground pretty well emptied as the weekend people went home.
"
257,"Left the orchards and entered the domain of the large showy home.We were getting close to Rochester and following Seaway Trail signs. After we crossed the narrow end of Irondequoit Bay there were no more signs. We kept on in what we hoped was the right direction. Asking for direction only added to our confusion. We were getting closer to the downtown skyline which is the wrong way as that is too far inland. We went for it and got involved in a Harley Owners get together. A strolling information officer directed us to the nearby tourist bureau where the young fellow at the desk was a knowledgable cyclist. Apparently the trail signs do not last long in the city. So, armed with maps and info we headed back to the lake. We met it at the mouth of the Genessee River where the Fast Ferry was loading for a trip to Toronto. If we got aboard we could be home that evening.  We had better things to do and got on with them. The trail, a lot of which is parkway without commercial vehicles, was very lightly travelled. The wind was a bit wearying but we kept at it and arrived at Hamlin Beach State Park, an older park in very good condition. Out of over 200 campsites only 20 were occupied. The grounds are very nice with lots of picnic area and hiking trails. The beach was vast and empty. After a supper of wild salmon with rice and brocolli we had showers and went to bed extremely satisfied."
258,Finally on our way at 10:30 and the first thing we saw as we got back on the parkway was a deer. We looked at each other for awhile before he decided to head for the trees. The road changed to two lane but still plenty wide. Entering Oak Orchard we spotted a nice looking local restaurant that seemed to be busy. Couldn't pass that up so we went in and had the daily special. Home made chicken 'n' biscuits. My mouth waters from the memory. Back on the road into a headwind and lowering skies. Lucky not to get rained on. Decided not to press our luck so stopped early at Golden Hills State Park. It is small but very nice with a unique lighthouse that has been restored with the help of volunteers and the Friends of 30 Mile Lighthouse. There are not any other square lighthouses that I know of.
259,"Met the Niagara River at Youngstwn and stopped for a while. Carried on to Lewiston along the river, which is not designated as the Seaway Trail but was taking us where we wanted to go. Had an early supper then went to tackle a hill we had been dreading for the whole trip. We got into bottom gear, put our heads down and kept pumping until we got to the top and were rewarded with a fantastic view of the lake and the countryside.  It was only a short distance to the Queenston - Lewiston Bridge but turned into the most dangerous part of the trip as we negotiated the ramps and dodged the exits. Riding across the bridge and through customs was easy in comparison. The toll collector (.50 each) showed us how to get out of there and on to the Niagara Parkway where we had a thrilling ride down to the campground we had left the previous week. We ended up on the same site near the group camping area which was occupied by a bunch of riders from.... Royal Oak, Mi. We were able to tell them about meeting their friends which they enjoyed. They were at the end of a trip along the north shore of Lake Erie and were being met by their spouses - partners who were going to join them for a couple days sightseeing before driving home. We were particularly interested to meet two blind lady riders that were cycling with them. They both had marvellous attitudes and were so upbeat they must be a joy to travel with."
260,"The Welland Canal is one of our favourite areas. Just south of where we met it are the step locks which are well set up for viewing with an observation platform that lets you talk with the pilot or crew on the bridge of a ship being locked through. When we got near the lake we got back on the Waterfront Trail and headed west, retracing our route of not that long ago. Except this time the wind was in our faces. We stopped at Jordan Harbour for a lunch of hot soup. The last of our food and as it turned out the last of our fuel but the soup (Ramen noodles) was edible and appreciated. A couple hours of energy sapping pedalling got us into Grimsby where we stretched out in a nice park and fell sound asleep. We were awakened by a drop in the temperature and the arrival of dark clouds. Fortunately they didn't cause us any grief  so we put the bone in our teeth and kept on pushing. Felt so good to roll into our driveway just after 5:00."
261,"The photo below isn't me, it's my grandson, Augie.  I hope to show him some of this journal in September.   "
262,      
263,
264,     
265,
