,blog
130,"Hi, we're Joyce and Ernie Frey.  We're planning on riding the Southern Tier Route from San Diego, CA to Jacksonville, FL with our very good friend Phil Wheeler.  We'll be driving to San Diego and then start our ride on April 22nd. Ernie and I live and work part-time in Jacksonville, FL.  We have been fortunate to be able to retire early and start enjoying some of the little things in life while we're still young and healthy enough to be able to.  Bicycling is one of our favorite past-times, along with fly-fishing and quilting (Ernie doesn't care much for quilting, but is very good at picking out colors).  We've done several long distance rides, but nothing like this one.  One of our goals is to ride in every state, this will certainly check off several! Our plan for the trip started late in 2003 after Phil was diagnosed with leukemia.  He decided to retire and start pursuing some of his life long goals.  When he mentioned riding cross county, we just had to join him.  Our original plan was to have a driver with us so we could just ride every day.  Finding someone to join us in this capacity was a real challenge, but a volunteer from the Leukemia & Lymphoma Society joined up.  Unfortunately at the last minute, family responsibilities forced them to cancel.  We're still planning to have the truck with us, but will each drive half of each day. We plan to stay in motels as much as possible, but have a couple of days planned where camping will be our only option.  Early on, we planned the trip out by each day, considering mileage, terrain and availability of motels.  Since we are all from Florida, and haven't been able to train on any hills or at altitude, our plan may change very quickly at the beginning due to the MOUNTAINS coming out of California.  We are looking forward to this part of the trip though (check the journals out to make sure we're still feeling this way!). Phil here.... Phil Wheeler age 61 from Jacksonville, Florida.  Born in Chattanooga, TN, graduated Tennessee Tech and worked in Chattanooga, TN, Wilmington, DE, and Jacksonville, FL.  Recently retired to do more fun stuff - that's grandparent, get fit, cycle and travel.  The cycle and travel will be started with a cross country trip with great friends, Ernie and Joyce Frey.  We'll leave Jacksonville in their pick-up on April 18, and drive to San Diego then turn around and cycle back.  We had a driver to suppport the trip, but that failed and we want someone to go with us on the adventure - so if you are interested please contact us(click to show email). About a year ago I was diagnosed with leukemia and this ride will be a fund raiser for the Leukemia Lymphoma Society.    We are riding for the Leukemia & Lymphoma Society.  Donations can be made directly to the Society at 9143 Phillips Highway, Suite 130, Jacksonville, FL  32256. "
131,"Y'all have been great in helping us with our training, especially Debbie and Robert who play the music and just make suggestions.  We'll miss you all, but be thinking about you.  See you back in class in June!"
132,"We've finally started our trip!  Everyone kept asking ""Are you ready?""  You betcha! All we've been doing for the last month is ride, either on the trail or at spinning classes.  Let's just go! It's amazing how much stuff we packed into the truck; don't know how those riders without support carry all this stuff on their bikes.  I guess Ern's right - I am a high maintenance babe. We met Phil and Beverly for breakfast Saturday morning, talked to Kevin from the Jacksonville Times Union who is doing a web site on their Community Web Page, finished packing MORE stuff, and headed out at 9:30 am.  We made Houston at 10:30 pm.  It was a long day but felt great to finally get our trip started. April 19  we headed to LaCruces, NM.  This is new territory for me.  The yellow and purple wildflowers in the mediam of I-10 West of San Antonio were pretty.  The weather was overcast(need to get used to reporting on the weather) and LOTS of wind.   Ern says to say it's a long way across Texas! April 20  was a short drive into Phoenix, AZ where we stopped to spend the day with Ernie's brother and sister-in-law.  Many thanks to Bill and Mary for their hospitality and our last home cooked meal for a couple of weeks.  One more day into San Diego.  Looking forward to getting on the bike Thursday. April 21  we finally arrived San Diego!!!  Bike clothes are out, bikes are cleaned of the pounds of east Texas bugs and we're ready to go.  The hills out of San Diego are daunting to us Florida flat-landers.  Hopefully, tomorrow we're still as excited about the ride as we are tonight. Phil here.... The trip is going to be more ardent than I thought.  Time will tell.  The fun part starts Thursday as we leave San Diego.  We'll come back a lot slower than we came out. Phil here.... Well we are now in San Diego and tomorrow is the day to mount up.  For the last two weeks I've increased RAM memory, changed to Windows XP, learned about downloading musid, burning CDs and putting music in files for MP3 use.  Additionally, I've read instructions on a new digital camera and a new digital cell phone.  Tonight I'm skipping the instruction book on how to ride a bicycle cross country. After we got to SD, Ernie cleaned the bikes which had a prolific bug collection with the bottom layer Florida bugs and the top layer as California bugs.  Sandwiched between are Alababa, Mississippi, Louisana, Texas, New Mexico and Arizon bugs.  Joyce and I shopped for food and supplies and we tested the walkie talkies. From back home Beverly tells me that a good friend Cheryl sent a generous contribution for the Leukemia Lymphoma Society.  Thanks to her and to all others who are supporting or will support our cause.  She says that she is fine and the children and grandchildren are fine. Tomorrow we start our adventure.  It is effectively 19 consecutive MS 150 rides or 29 centuries.  Every turn of the wheel we are 22 meters closer to home. We are riding for the Leukemia & Lymphoma Society.  Donations can be made directly to the Society at 9143 Phillips Highway, Suite 130, Jacksonville, FL  32256. "
133,"Flats So Far: 1  Weather/Wind: Partly cloudy at the start, sunny and cool, wind out of the SW. Joyce here.... We finally got started!  After driving from the hotel to Dog Beach we reset speedometers, road out to the beach, took pictures then started out.  Ernie was in the truck first today, so he rode with us back to the truck.  Phil and I then proceeded to miss our first turn and had to backtrack.  Getting the bike setup and figuring out the maps was a bit difficult.  I rode with Phil to just past Santee then got in the truck.  Had a great ride, but need to figure out some other way of dealing with maps and directions, pulling them out of a back pocket, is just not going to work. Ernie here.... It was easier getting out of San Diego than originally thought.  Changed driving responsbilities with Joyce in East Santee.  The scenery was nice, last year's fire left an interesting perspective.  The valleys were really nice and green coming into Pine Valley, compared to all the rocks in the higher elevations.  Had to do some minor maintenance to Joyce's bike, but the other bikes are doing fine.  We toasted our first successful day with Peach Champagne. Phil here.... The day started with fog rolling in over San Diego with a SW wind.  We started at Dog Beach, rode the trail along the San Diego River through the traffic of San Diego suburbs.  The outside temperature warmed and body temperature warmed even more in the climb from sealevel to 4000'.  First flat at 32.5 miles.  Carrying no gear, the climb is tedious but not really challenging.  The scenery was beautiful, but the remnants of the fire and noise of the interstate were depressing.  Exiting I-8, the meadows were green and the sounds improved to singing tires and singing birds.  Drank beer, ate dinner, planned tomorrow, went to bed.  This ride is for the benefit of the Leukemia & Lymphoma Society.  Donations can be made directly to 9143 Phillips Highway, Suite 130, Jacksonville, FL 32256 "
134,"Phil 37 /15.2   Joyce 84 / 14.7 Flats So Far: 2  Weather/Wind: Severe clear (not a cloud in sight), 10-15 mph wind, some tailwinds in the Yuha Desert, but mostly headwinds. Ernie here.... Day started with good conversation and good coffee at the Pine Valley Java Shop.  Mugs sounds like a well travelled person.  The start out of Pine Valley Inn is interesting because its immediately up hill.  Saw our first western jack rabbit and a whole lot of Border Patrol.  For those who say the Patrol isn't working hard, you couldn't prove it by me - they're moving all over the place.  This was an interesting day because of the rolling hills and the AC course takes you within view of the US/Mexico border in several places.  The I-8 In-Ko-Pa pass is almost as exciting as Millinium Force at Cedar Point, OH.  The support through the desert for the second half of the day was fascinating.  Thank goodness for the music CDs.  Words for the day - trust the maps, don't over-anticipate the directions. Phil here.... I echo Ernie's comments about Mugs at the Pine Valley Java Shop.  Then I started driving today from the mountains and through the prairies, but expect it will be some time before we see the oceans white with foam.  We were in the eye of a dust devil which sand blasted everything.  The heat of the desert was thwarted by the SPF shirt recommended by Barlow (thanks Barlow!)  The ride was easy up to CR S29 which is also Drew Rd. between SR98 and Seeley.  That stretch must be maintained by a masochist for bicyclists.  The day ended with pizza and beer and renewed Internet capability. Joyce here.... Duct tape and a baggie solved my map and directions problems.  Afixed it to my aerobars, had Ern put my rear carrier on so there was nothing in my jersey pockets except Powerbars.  I had a super ride today!  Started out really nervous about the downhill that we had to do on I-8 after Ern and Phil told me about the drainage grates and 18-wheelers from yesterday.  Ernie rode with me this morning, we had a great time climbing hills and the 10-mile descent on I-8 wasn't as bad as anticipated.  There weren't any grates, but the wind was blowing hard enough to almost knock me off the bike.  We saw several jack rabbits, horny toad lizards and a snake crossing the road before the desert, nothing once we got into the desert.  Phil kept me company the second part of the day.  Everything was great until we turned onto a really bad road outside of Seeley.  The hotel wasn't a mile too soon, the AC and shower felt great.  The SPF shirts and 2-way radios were worth their weight in gold!   This ride benefits the Leukemia & Lymphoma Society.  Donations can be made directly to 9143 Phillips Highway, Suite 130, Jacksonville, FL  32256 "
135,"Phil 41 / 15.7 Joyce 41 / 13.3 Flats so far: 3 Weather/Wind: Severe clear, hot, 0-10 headwinds Joyce here.... It was like riding in a blast furnace today.  It was hot in the truck, it was even hotter on the bikes.  I was in the truck first today, then rode with Ern from Glamis where it cost $1 to use the bathroom, and $3 for a bag of ice!  I felt bad for Ernie because I was supposed to be his domistique for the second half of the ride today.  My legs were tired from yesterday and the wind was in our faces again, so it was hard for me to even maintain 12 mph.  One of the reasons for riding west to east were the prevailing winds from the west; still waiting for them. Phil here.... At 7 am we left the farm country of El Centro.  Plugged in the music and enjoyed the ride on the flat plains up to Brawley where we enjoyed breakfast even more at Brownie's.  Started into the desert after Brawley and rode steady to Glamis.  Earphones for the music was more pleasant than the roar of the dune buggies on the sand dunes.  At Glamis, I drove and Joyce rode.  Ernie rode the live long day.  Soon after Glamis we met a westbound rider named Edwin who was a true crazy guy on a bike.  He topped a hill on his Cannondale 1200 towing his gear in a trailer.  It was really weird that he wore cycle shorts, socks and shoes, but no shirt.  We were covered with sunscreen and protective clothing to save our bodies from the sun.  Rode into Palo Verde and found no vacancy.  So we drove into Blythe for the night and will backtrack tomorrow. Ernie here.... Today was my day for the full ride.  Phil and I got an early start and had a good quick ride up to Brawley.  Brownie's is highly recommended for breakfast if you're passing through Brawley.  Late in the day I was glad to have had that breakfast!  From El Centro to about 8 miles east of Brawley is all flat farm country, nice roads.  When you cross over the rim canal the terrain turns back to desert and on the horizon you can see the Imperial Sand Dunes which gives an interesting perspective when you get there.  They are higher than what they appear.  Fortunately, or unfortunately, we came through the dunes on a Saturday and they were highly used for recreation.  The riders in dune buggies and motorcycles seemed to be having alot of fun.  Glamis ended up being somewhat of a disappointment, but there was shade there and ice, wonderful, cold ice.  The haul out of Glamis was fairly flat and routine with the wind blowing in our face so the pace fell and my ride started to drag.  But then we came to a rolling section of washes, breaking the manontony of the the flat ride and picked my spirits up.  It was also interesting to see the green of the Palo Verde area ahead and gave me something to look forward to.  Meeting Edwin was also interesting  - to see someone who has picked up such an interest in bicycling in only a couple of years.  It was also interesting to see the Colorado River in Palo Verde as compared to the Colorado River I was familiar with in the Grand Canyon and how it has been much used and abused by the time it gets to California.  This ride it being done to support the Leukemia & Lymphoma Society.  Donations can be made directly to the Society at 9143 Phillips Highway, Suite 130, Jacksonville, FL  32256 
"
136,"Flats so far: 3 Weather / Wind: tidge on the warm side, a little north wind in the morning, quarterly south winds in the afternoon. Ernie here.... I'm glad to know my perceptions from yesterday were wrong - the Colorado River was much more alive than previous thought.  What I thought was the Colorado River wasn't.  It's also interesting that you shouldn't let first impressions change what you should do.  This morning when I drove up to get supplies at the J&J Market in Ripley, CA, my first impression was that the lady sitting at the picnic table wasn't going to be friendly.  It was just the opposite - she was extremely friendly and helpful.  My ride today was HOT and I was lucky enough to not have to ride in the construction zone on I-10.  Today was also a day for thinking about the trash that comes along the side of the road.  What was a house key doing tied to a purple shoelace?  I'm sure there's a story there.  My main hope for today was that I gave Phil some support, but it was HOT and the desert looks like a desert. Joyce here.... The landscape today reminded me of the old westerns - scrub and cactuses.  We made Arizona today!  My half day today was in the morning with Phil.  We crossed the Colorado River out of California right before getting onto I-10.  Unfortunately, the road was under construction and the shoulder was chewed up.  We were trying to balance on the far 6"" of shoulder looking for smooth road.  It got worse, or so we thought.  The eastbound lane was closed and detourned onto the westbound lane.  I scared a Highway Patrol who was sitting at the detour reading the morning paper when I knocked on his window to find out how far we could ride on the closed section.  We rode about 3 miles on new closed concrete before running out of road and having to then run with the rest of traffic in the westbound lane.  The truckers gave us alot of room though.  It was hot again today.  A bank thermometer in Blythe, CA read 87 at 9:30. Phil here.... We spent the nite in Blythe, CA and backtracked to Palo Verde to start today's ride.  Joyce and I were up first and we encountered our first attack dog on the road.  Fortunately we escaped.  We stopped 20 miles up the road in Blythe for breakfast.  I at like a pig.  I followed that by riding like a pig - a pig with a speech impediment that went boink, boink here, boink, boink there.  It was hotter than a pepper sprout on the road after 11:00.  Joyce had moved to the truck by then and Ernie and I suffered together.  Both Joyce and Ernie pulled well so finishing was not a problem.  Once I asked Ernie to stop under an I-10 overpass for a shade break and our chief scout Joyce found two other shade stops.  We drank enough fluids to flat a battleship but passed very little.  Had to eat a large dinner to keep my weight up.  In reflection of the day - a lesson everyone learns sometime is that your mind will quit before your body.  So, if you tell your mind to shut-up, you can do more.  This ride is being done for the Leukemia & Lymphona Society.  Donations can be made directly to the Society at 9143 Phillips Highway, Suite 130, Jacksonville, FL  32256 "
137,"Flats so far: 3 Weather/Wind: partly cloudy, headwinds, AGAIN Joyce here...It was my full day to ride today, a short day, into the hotel and showered by 2 pm.  Great road to ride on, but lots of trash along the sides.  Still mostly desert.  Saw quite a few tumbleweeds today and another rider coming westbound.  He was riding a mountain bike with all his gear on his back.  Didn't stop.  Looking forward to a half day tomorrow, then a day off in Phoenix on Wednesday.  The bike seat is getting hard. Ernie here....Started off the morning with a good breakfast at the only restaurant in Salome, so its a good thing it was good.  The ride out of Salome was my half day to start.  The road out was somewhat elevated and with the wind blowing in our face, we didn't make much time.  There was no reason to fight it, luckly today was a short day.  Saw a sign ""BE AWARE OF ANIMALS NEXT 80 MILES"".  Not sure what animals they're referring to because I don't think anything can live out here except rabbits, lizards and road runners.  This country sure makes you appreciate the downhills. Phil here....Just another day in Paradise.  Actually, leaving Salome and arriving in Wickenburg does touch on paradise.  Better restaurants and more civilization.  The road was great.  Was a short haul and the heat was just as intense, but the shorter exposure was a good thing.  We passed farm hands planting the fields - what a job that must be.  We enjoyed a great lunch at Frank's Deli and dinner prospects look terrific.  This ride is being done for the Leukemia & Lymphona Society.  Donations can be made directly to the Society at 9143 Phillips Highway, Suite 130, Jacksonville, FL  32256 "
138,"Flats so far: 3 Weather/Wind: Sunny with light head winds (what else! Ernie here.... GREAT DAY!  Phil and I rode together and it was our first downhill start since starting in San Diego.  It was even cool.  We passed another rider in Wickenburg dressed in a sweatshirt and coveralls.  After all the riding we've done, it was nice to see 20+ mph on the speedometer again.  When we got back down to the valley floor, Phil and I started taking 1 mile pulls and the mileage really clicked off.  Taking Bill's suggestion of coming into Phoenix on US60 instead of AZ74 worked out well.  You could tell when we hit populated areas around Sunrise - the traffic picked up, our speed went down, but we still made good time and had a chance to take care of the personal necessities at Bill and Mary's.  It was a good day to ride a bicycle. Phil here.... We started the day at a fufu coffee shop, grub was sparse.  The road was smooth, downhill and Ernie and I hammered to our limits figuring it was going to be a short day.  It was a short day, but the downhill and quarterly wind let us hit our max trip speed.  We took off the Adventurer Cycling route to spend more time with Bill and Mary and enjoy their hospitality as we did on the drive out.  It was nice to have the flavor of home life enter our adventure.  After a splendid dinner and some communication, including photos and emails, we went to the motel.  I enjoyed a full dose of Biofreeze and slept extremely well. Joyce here... Change of plans today, but we're still on schedule.  The original plan was to ride from Wickenburg into Tempe, AZ which is on the east side of Phoenix, then take a day off.  We decided to split the ride into 2 short days and stay tonight in Peoria and visit with Bill and Mary again.  Thanks so much to them for letting us invade their home, do laundry, cleanup the truck and bikes and get our last home cooked meal until June.  I drove the whole route today, giving me a chance to write some postcards, listen to music and do some quilting."
139,"Flats so far: 3 Weather/Wind: hot, light winds (got VERY windy after we finished the ride. Ernie here... After a good day yesterday, the continuation of my ride was more frustrating dealing with metro Phoenix.  We started out at brother Bill's house where we packed up everything we left there last night.  I can't say thanks enough times for the hospitality.  Joyce and I worked our way northeast to the Arizone Canal Bike Path which is an interesting trail at the northern end and somewhat difficult to follow.  As you get more towards central Phoenix, the trail improves with tunnels for crossing under the main streets.  We also passed a water treatment plant on the other side of the canal - kind of a ""busman's holiday"".  The only wildlife today was ome crazy drivers and ducks in the canal, not the crazy drivers, just the ducks.  Once we left the trail and started towards Tempe, there were some areas without bike paths and were a bit tedious.  Again, it was a short day.  Priceline.com did a good job in finding us a Sheraton to stay where I enjoyed both the hot tub and the pool. Phil here... Today I drove all day, marking a couple of trouble areas along the route.  We got to the Sheraton East about 2 pm, checked in, and went to a Sports Bar for a quick lunch.  We mounted 1 new tire on Joyce's bike, 2 on Phil's and should be good to go over the mountains and hills. Joyce here.... Thanks again to Bill and Mary.  Dinner was great and I have all clean clothes again!  Since it was my day off yesterday, I rode with Ern out to Tempe.  Since we had quite a few areas that were going to be in town, we decided to make it a leisurely ride.  It wasn't very leisurely once we got off the bike path though.  It was lunch time and traffic was bad.  I much prefer riding out in the rural areas!  The afternoon was put to good use getting a haircut.  Forecast is for wind warnings tomorrw, but at least they'll be out of the SW.  Yeehaw!!"
140,"Flats So Far: 5 Weather: Sunny/partly cloudy in the 80's, S-SW winds Phil here.... There was nothing routine about today.  Things were either really good or really bad.  The really good things were nobody wound up on anyone's bumper, everyone stayed off the asphalt, cool temps, our first tailwind (a strong one) and some great downhills following the climbs.  The really bad things were Joyce and I were tarred by Arizona DOT.  Actually, the road was tarred and our bikes and bodies were tarred from the road surface.  Fortunately, neither of us got feathered.  Cleaning bikes and bodies took awhile tonight.  Another bad thing was 2 flats in the 75 mile ride.  The third bad thing happened on US60. Exiting the tunnel east of Superior, wind gusts to a measured 40 mph and probably higher, parts of hay bales were blown completely across the road, dust and rocks pummelled Ernie and me and finally, tight lanes in the hills made riding tense.  On one downhill, my max speed showed 51 mph, something neither my bike or I had ever seen before - yeehaw!  We ended the day in Globe, had a great host, Jay Mistery, at the Super 8 motel, followed by a great meal at Challo's Homemade Mexican Restaurant.  Biofreeze for the knees please. Ernie here.... It was my turn to drive the first half.  By the time I had picked up groceries and ice, Joyce and Phil were already 20 miles down the road in Apache Junction.  We stopped for breakfast which was great and then continued on US60.  I did not envy Phil and Joyce their section of the ride.  US60 had alot of traffic, or at least it appeared so to me and they ended up getting caught in some road construction.  Luckily for me it was right before the switch-out point.  My ride was good, there were several long climbs, one to 2600 feet before coming into Superior and then a climb to 4600 feet after Superior.  We were both lucky and unlucky to have the tailwind.  The wind as it came through some mountain draws did some strange things.  As the area decreased, the velocities increased and my bike was literally blown over one lane.  Thank goodness there weren't any copper-toting 18 wheelers behind me at the time.  At another point while I was standing holding onto my bike, the wind literally picked it up and blew it off the ground.  Phil was more trusting of Arizona DOT, as I only got to 46 mph.  The scenery was great and getting to Globe was wonderful.  I had one extra chore tonight - I had to vacuum out the truck because the wind blew hay in through the passenger-side windows that were down just a little bit for ventilation - most amazing phenomenom. Joyce here... Cross/tailwinds, ah the little things in life.  Phil and I left the Sheraton East in Mesa while Ern went in search of ice and Gatorades.  The course took us through the side roads of Mesa to Apache Junction where we had a great breakfast - 2 eggs, hasbrowns, toast, sausage and coffee for $1.99.  Like I said earlier - its the little things.  The wind was pushing us along US60 and the ride was going great until a section of the road (3 miles of it!) that DOT had just put fresh tar or - it was everywhere.  By the time we got through it there was so much tar on my tires and bike it must have weighed an extra 10 pounds.  Ern and I switched shortly after at Florence Junction where I had to take a Huggie wipe bath before getting into the truck.  Was glad to be in the truck the rest of the day because the winds really came up, gusting over 40 mph in some places.  At one point, the wind blew hay and gravel into the truck because the windows where just cracked for air."
141,"Flats So Far: 7 Weather/Winds: Cool, sunny, partly cloudy, tailwinds Joyce here.... It was a great day for a bike ride.  Back out in the country, cool and a tailwind.  When we left Globe this morning, it was a chilly 64 degrees.  After a short uphill, Ern and I hit what seemed like a 10 mile downhill.  In some long sections, the speedometer said 25 mph, the heartrate monitor wasn't even reading 100 and for a brief moment, VERY brief, I thought, this is kinda boring.  We stopped for lunch under a pine tree in Bylas where Phil served the house special of peanut butter, jelly or honey and bananas on tortillas.  Phil and I rode the rest of the way into Safford with a good tailwind pushing us along.  Saw several different types of cactus in bloom and snow up on the mountains.  Other than some quail we flushed up, there wasn't any other wildlife seen today, not even any cows or horses. Ernie here.... After an uphill start out of Globe, we had some great downhill runs.  One flat tire, some interesting road construction, some great scenery.  By road construction, I mean how the shoulders were prepared.  Some portions had rumble strips all the way across the shoulder, some were shallow strips (kind of like a bulldozer had driven down the side) and some of them were of the new cut version, deep enough to loose your bike in.  The scenery was great because of the high plains flora.  I've continued my streak and saw another roadrunner today.  I would like to see one up close, but you don't get long to look at them.  Actually saw a river with water in it - the Gila River.  Wasn't pretty, but it was water. Phil here.... Joyce and I rod in the afternoon.  If you could read a How-to book on how to ride a bicycle, it would say this afternoon.  We were downhill and downwind in easy rider mode.  The weather was cool, the scenery was great, as was the road to ride on.  A reflection on events - on our way to San Diego, I saw my first roadrunner, leaving Tempe, AZ I saw my first prairie dog.  I encountered my own lying eyes where they told me I was going downhill but my legs told me I was going uphill.  Yesterday I rode drops for alot of new reasons.  I climbed in drops for efficiency, I road there in wind gusts for stability, road downhill in the drops for both speed and stability.  Finally, I both prayed and cursed in the drops.  Day 9 my quads have adjusted to a routine and the pain has gone away.  No Biofreeze tonight."
142,"Flats so Far: 7 Weather/Wind: Severe clear, head winds Ernie here.... Started out in Safford after a reasonable evening sleep, unfortunately I was the only one that got sleep (thank goodness for earplugs).  As good as the day before had been, this day was as bad, at least to start.  The wind was out of the East in our faces down US70 was a struggle.  Turning onto AZ191 we started a long hard climb to our first pass at about 4600 feet.  The first 10 miles of AZ191 was straight and you could see the gentle rise and after awhile my mind made it look almost flat.  Then the climb really started, but the road was good and the climb was almost fun.  The downhill after the pass into Three-way was fast and Arizona DOT pulled a few surprises for us.  It's always interesting when you're at 30+ mph and the shoulder goes away.  At Three-way, we turned onto AZ78 and started the climb to Big Lue Pass - 6295 feet.  This really tested the Florida Flatlander.  The views were spectacular.  Joyce and Phil were a great help getting me over that Pass, the highest I've ever ridden over.  Coming down from the pass, Joyce and I passed an old homestead surrounded by the National Forest.  The fireplace and chimney close to the road had become a shrine where people had left mementos to various saints, family members and even thanking Jesus for a good elk hunt.  I wanted to leave something, so I left my yellow ribbon remembering the 5 riders killed on Hwy 21 south of Jacksonville several years ago.  During that portion of the ride, we had finally gotten back into hardwoods and pine trees.  After crossing into New Mexico, we came through an area of high plains, rolling grasslands which was really a change of pace from a few miles before.  Joyce pulled me into Buckhorn where we had our first camping experience.  We were told the temperature that evening was supposed to get to 34 degrees. Joyce here.... Today was the start of those days we couldn't train for - mountains and high altitude.  We had breakfast in Safford then I went in search of a grocery store.  Tonight was a camping night so we needed some one-pot food.  On the way out of stown, I stopped for gas at one the 3 or 4 stations in town.  For the self-serve price ($1.97) it was a full service station, got the gas pumped and windows cleaned by a very nice young man.  The rest of my morning was spent quilting and supporting Ern and Phil out on some of the highest grades we've seen so far.  Lunch was served tailgate style on the top of a hill east of a town called Three-way.  After lunch, Ern and I rode some more hills, my first 6000+ foot pass, Ern's second big pass for the day.  There were very few downhils and once passing into New Mexico, the road surface got real rough.  We finally made it into the Buckhorn RV park, had a shower, set up the tent, had dinner and were in bed by 8:30. Phil here.... Today was completely opposite of yesterday.  The good news - the temperature was cool, the cacti were in bloom and the road was good. The bad news - it was climbing with wind in our faces. After 43 miles, Joyce came out of the truck to ride and I drove.  The climbing continued and the grade increased.  The rock formation scenery was phenomenal.  Crossed the New Mexico border in the afternoon and went into Buckhorn for our first camping experience.  The night was clear, and the moon was yellow and the thermometer came tumbling down to just above freezing.  As premier campers, we all experienced the event."
143,"Flats so far: 7 Weather/Wind: Cold, clear, headwinds Phil here.... We woke early, had a sparten camping breakfast of oatmeal and cider then Joyce and I hit the trail.  We rode 37 miles uphill into the wind. One of the events for the day was crossing the Continental Divide then rode into Silver City where we eagerly captured a motel and ate lunch.  The Gila Bicycle Tour race covered some of the roads that we traveled, coincidentally it ended today near Silver City.  After cleaning up, we became tourists and went to Lake Roberts.  On our return to Silver City, Ernie spotted an RV with a cyclist beside and other bikes racked on the front.  We stopped and learned that this was Ed Williams who is also riding cross country for the Leukemia & Lymphoma Society.  Ed started from St. Augustine April 1 and we started from San Diego April 22.  It was a coincidence that we met.  We'll meet them for dinner tonight and share our experiences.  Again I would like to thank those who have made donations to the Leukemia & Lymphoma Society.  Also, I encourage people who have yet to make a donation to please do so. Joyce here.... The uphills, headwind and Continental Divide made for a slow day.  The headwinds are becoming routine and all hope for the prevailing west winds are lost.  What scenery I did see today was rolling hills, some covered in yellow wildflowers.  For most of the ride, I only saw the white line on the side of the road.  We changed plans alittle today and decided to stay in Silver City and play tourists for the afternoon. Ernie here.... Today was my day in the support vehicle.  Did cross the Continental Divide, got some great (at least I think they are) pictures of flowers and scenery and happy I didn't have to fight the wind and hills into Silver City."
144,"Flats so far: 7 Weather/Wind: Severe clear, cool.  No wind to start, but then headwinds again Joyce here.... It was a tough day.  Although there were no winds this morning and it was cool (actually wore a jacket and legwarmers), it was mostly uphill.  The quads, which haven't been sore since Phoenix now have a deep ache.  I rode with Ern out of Silver City, then with Phil at the 27 mile mark.  Ern parked up at Emory Pass then rode back down to ride up with us.  It was the highest point of the trip at 8228 feet.  The grade climbing wasn't too bad but there just wasn't any air to breathe.  Most of the scenery was missed as I climbed and watched the white line on the side of the road.  Coming down 9 miles of downhills and switchbacks on the other side of the pass into Hillsboro was a blast.  Got up to 37.9 mph - fastest I've even gone of the bike.  We got into Hillsboro (a semi-ghost town), got the last room in town; the owner of the motel and cafe made us the last of the chicken salad sandwiches (the cafe had closed an hour before we got there) and split our last beer (it's a dry county). Ernie here.... It was my turn to do a half day, the first half with Joyce.  And as it seems to be the pattern, the morning started uphill - a great way to start the day.  US180 out of Silver City had a good shoulder, traffic was heavier than expected.  When we turned onto NM152, we could start to see the activity at the Santa Rita Pit Mine.  It is a huge excavation.  We passed over the Mimbres River which started to get my fish fever up, but I don't think there were any there, or any big enough to catch.  I switched out with Phil at about 27 miles and started driving the support vehicle.  They have great rocks here.  I went up to the Emory Pass, parked the vehicle and rode down and met Phil and Joyce and then rode back up to the Pass with Joyce.  Chef Phil made wonderful rollups for lunch.  From there I came down the hill and started looking for a place to stay.  The last room in town and probably the most expensive of the trip so far.  A wonderfull lesson in economics. Phil here.... My day started in the truck looking for ice in Silver City.  I got gas and ice and drove out to meet Ernie and Joyce.  The weather was clear with less wind than other days.  We stopped at an active copper mine and I was amazed at the vast hole in the ground.  I guess that hole was 30 square miles.  Futher down the road, I got on the bicycle and rode with Joyce.  We climbed for about 12 miles to the highest elevation on the trip, a little over 8200 feet.  Us sea-level creatures heard our lungs scream for air at that altitude.  None of us needed a triple chain ring.  For curosity, I checked my average speed at the top which was 7.7 mph.  The downhill with switchbacks increased that to 12 mph for the trip today.  There were beautiful rock formations on the eastern slope and lots of pines, including Ponderosa pines on the western slope.  We rolled into Hillsboro just before 4 pm and watched them roll up the sidewalks.  As Sierra County is dry, we celebrated our trip through Three-way by splitting our last beer three ways."
