,blog
104,"Filed by Dan Friday, April 309 pm I was soaked all day.  Though not overly hot, the air had the kind of humidity that takes your breath away when you venture outside from air conditioning.  I like the heat, however, so I found it very pleasant. Continuing along route 82, the road was like our own personal parkway, crossing through lush low country with wildlife everywhere.  Fish jumping, turtles ambling, birds nesting, frogs croaking, and gators lurking, unfortunately, out of our sight.       I had spent the first 55 miles keenly aware that the road, then headed east and buffeted with a strong crosswind, would then turn due north, giving us a tailwind that dreams are made of.  Except the wind shifted to the east, so we had more of the same for 30 more miles.  The last 10 were straight into that east wind, making for the hardest riding of the trip.  When I would feel tired, I thought of the 70 year old men who had passed through Cameron recently on bikes.  After crossing the country west to east, they were now headed back the other way. At a convenience store rest stop in Pecan Island we met Betty, an all around good egg.  She told us of a friend who had walked into her house and moved a piece of cardboard designed to keep mice out, only to discover a very poisonous Cottonmouth Snake.  She ran to get a shovel to kill it, but when she returned, the snake had vanished into some unknown nook or cranny in the house.  She's doing what any sensible person would do - she's moving out.  Betty usually just shoots them when she sees them.  ""God put them on the earth for target practice.""   At another stop, I was asking a woman route information.  She couldn't understand a word I was saying, nor could I understand her.  We had to bring a third party in to figure everything out, and I later discovered that she didn't know  what she was talking about - not uncommon in these parts when seeking directions. It's been a long, satisfying day.   I think it's time to give in to sleep. Filed by John Friday April 30, 2004 Abbeville, Louisiana John Stark 96.5 miles longest day to date, but not that tough a day.  Left Cameron this morning with thunderstorms threatening, never materialized even had brief sunshine.  It is an oppressive heat down here, when we remark on this people say 'oh it's spring this is beautiful weather' I'm not sure I would care to be here in the summertime.  The last 15 miles today were into the strongest wind we have encountered; several times I thought the wind was going to blow me over.  Little children skipped by us like we were standing still, we practically were.  Birds again flew over us most of the day, truly a birder's paradise.  No luck with getting a picture of an alligator, apparently they like the sun, and there hasn't been much of that.  There have been a couple of dead frogs in the roadway; they must measure close to 2 feet long.   Nighttime is when they come out, word has it they are more dangerous than alligators.  Several of them jumped in the water as I rode by, sounded like someone had thrown a stick of dynamite, the wave of water drenched me.  Good thing we aren't doing any night riding, it would be like getting hit by a kamikaze pilot, I'm not sure if they are man-eaters.   Last year I went 150 miles on the Appalachian Trail with my friend Moore, he went the whole way to Maine from Georgia.  He had this book of pilgrimages that he would read to me from time to time.  A quote he sent a few days ago said, 'Prepare for everything, and expect nothing.' Now the way I had remembered it and the way I prepared for this pilgrimage was just the opposite, needless to say preparing for nothing and expecting everything has led to some unusual outcomes.      Tomorrow we will stay on the southern route through New Iberia; within 2 days we should hit New Orleans.  Getting closer!"
105,"Filed by Dan Sat. May 110 pm We awoke to Louisiana thunderstorms, and a forecast for more throughout the day.  The skies cleared, at least for the moment, and we set off.  All of the riding today was on US 90, a busy, mostly 4 lane road with shoulders of varying quality.  At times, the shoulder was full of random drops of asphalt, as if the paving machine had a runny nose.  And I've never seen so much road debris.  Nails, construction materials, car parts, wire, whole pieces of paneling - you name it.  Given fairly uninteresting scenery, it at least gave something to focus on.  We may have a couple more days of this riding until we get back on a coast road.  The wind was our invisible foe again - mostly a crosswind.  I just take it as a given, and push through it with the hope that with each passing weather system, it may turn in our favor.  In spots where there are at least some trees to act as a windblock, you can pick up 2 mph in riding speed.  For now, you just take what you get.       Just before finishing for the day, I had a flat on a busy interstate bridge.  It was too dangerous to fix there - thankfully the motel was just a 1/2 mile walk.  Ten minutes after arriving, it started to storm, and it's still raining 7 hours later.  Talk about grateful.   Louisiana Anecdotes - Theirs is not a low fat diet.  As Joe Pesci says in ""My Cousin Vinne"", have yas heard about the growing cholesterol problem down here?  I can't even find so much as 2% milk, let alone, lo-fat.  You get the feeling that what they do serve is ""fat fortified."" Being called sir by someone 10 years older than I is getting unnerving.  Do I really look that tired by the end of the day.  I guess it's better than being called maam.   Today's Music:  Lyle Lovett - Pontiac; Joni Mitchell - Hejira Filed by John Saturday May 1, 2004 Morgan City, Louisiana Did about 68 miles today with the constant wind making for a long day.  Met a couple of nice people today Ed Domingues owner of Eddies One Stop in Erath, LA.  Also Liza Robinson front desk at Best Western who was Morgan City Employee of the Year.  She is currently working to become a physical therapist.     Tomorrow on to almost New Orleans, town called Westwego.  It has been raining hard for several hours; fortunately it waited until we got checked in.  The forecast says it is supposed to be sunny.  "
106,"Filed by John Sunday May 2, 2004 Boutte, Louisiana My sister-in-law Ro who lives in Madrid has expressed concern over my hygiene and safety, not to worry.  I have one pair of biking pants and a biking shirt that I wash on a daily basis, sort of; they take a shower with me.  In Texas these used to dry over night now they are always damp, but since we are bathed in sweat all day this doesn't seem like much of an inconvenience.  My socks are all black, I'm never quite sure if I am wearing clean or dirty socks.  My clothes for the evening are a black t-shirt and light khaki shorts both synthetic, I washed these once.  The t-shirt never seems to get dirty or smell, the shorts take on sort of a camouflage configuration.  Since we are always in a different place nobody notices what I am wearing.  Ro asked about my undies, but undies are so bourgeois, no place for them on a cross county adventure.    Today was record setting, I had 5 flat tires one of which was a blowout, and my tire was ruined.  As I came out of the motel office after checking in my tire was flat for the 5th time.  There has been so much debris on the road; hopefully they are better in Mississippi, which we should hit tomorrow.  Everybody has been very kind in Louisiana, today at our 68th   or so McDonalds Sheri Opal of Houma, LA noticed my Marine Corps flag and came out and donated to Habitat for Humanity.  On the highway I had just finished using my last spare tube and a former marine stopped and offered me a lift, it was very tempting, as soon as he left I regretted my decision turning down the ride.  Never again will I take a motorized vehicle for granted.   It was a cool overcast day and I did about 65 miles.  Even though I thought it was damp and cool apparently a couple of Louisiana men thought I looked overheated.  They slung what looked like a 2 quart cup of ice and soda into my back going about 80 miles an hour.  The force of this almost sent me into the ditch if it had hit my head I might have been knocked out.  They didn't bother to stop so I could give them a special thank you.  Tonight my clothes needed cleaning, everything is all sticky, I guess those folks weren't drinking diet coke. Tomorrow on to New Orleans, new tubes and tires, some of my tubes have 5 patches on them.  Worse than that I am out of patches.     Filed by Dan Sun. May 210 pm Saw my first alligator.  It was roadkill - on a bridge no less.  Now how an alligator got there, I have no idea.  To get there on its own, it would have had to climb one of the pillars supporting the bridge, crawled laterally upside down, hoisted himself over the guard rail on onto the road surface.  Do these things want to mate or what?!   Half of the miles we rode today must have been on bridges.  Through the bayou, they can stretch for miles before the road touches firm ground.  They are only about 10 feet above the swamp, but provide great viewing of the plant and wildlife.  This region is uniquely beautiful.      A gentleman we met at lunch said the road is so full of debris because of all the scrap metal trucks passing through.  Sounds believable.  Other than that, the most exciting thing that happened was a bee mistook me for a big yellow flower and was trying to pollinate me. We can add a new dangerous saying to the lexicon.  ""After you leave Louisiana, the roads are all good"" takes its place in our collection along with: The wind almost never blows from the east. Tomorrow, it will be cooler. Tomorrow it will be warmer. Tomorrow the rain will end. It's just ahead, not very far at all. It's not very spicy - (a Texas favorite). This shortcut will save you 10 miles - guaranteed. and of course, It's all downhill from here. Tomorrow, we should pass 2000 miles on our way through The Big Easy.  We are in desperate need of tubes, tires and patch kits, so we'll hunt down a bike shop while in town.  We're told we can get across the mighty Mississippi on a ferry, which will be fun.  Then to the smooth roads of ""anywhere but here."""
107,"Filed by Dan Mon. May 37 pm What an adventure today was.  We had a nice tailwind and were cruising along when the road debris won out, and blew a pinkie size hole in the sidewall of my tire.  I had the brilliant idea a few weeks back that surely I won't need another tire for the balance of the trip, so I didn't buy one the last time I had a chance way back in Las Cruces.  Well, you can't put a new tube in a tire with a hole that big in it, or else the tube will do a bubble gum imitation, blowing a bubble through the tire wall, which then explodes sending anyone nearby diving for cover.  This I know this firsthand.  We were also out of patches, so I went to a gas station and bought a tire patch kit and radiator hose tape, put a patch inside and outside the tire, wrapped it with the tape, and set out on a wing and a prayer, hoping it would hold 9 miles to the bike shop.  It did.   A great guy, Greg LaCaze, owner of The Pedal Shop, set us up with new tires, tubes, and directions for getting through the city.  IF you're coming through this area, check him out.  People for the last 200 miles have been warning us to be very careful in New Orleans, and Greg was no exception.  We passed through a whole range of neighborhoods on our journey to the Mississippi.   The river crossing on the ferry was a delight, emptying us right onto Canal Street and in to the French Quarter.  We pedaled lazily, taking in the city's rich tapestry - the sights, the smells, and the sounds, as live jazz poured out of almost every restaurant in the quarter.  And this was noon on a Monday.       We had to move along to stay in front of rush hour, and headed east toward our next state - Mississippi.  Along the way I had a machine to man encounter with a car.  I really don't remember exactly what happened, but I ended up spilled out on the nice plush grassy boulevard, adrenalin rushing, but unhurt and thankful.  Police Officer Ernest Cortez who witnessed it came over to help,  and asked if there was anything we needed.  I said directions.  I told him where we were headed to find a motel, but he warned us away to a better neighborhood.  We had a nice chat, and he gave us his card with instructions to call him if we needed anything.  Another great person encounter.    After checking into the motel, I ventured out to a nearby convenience store in search of a Mississippi map, only to find a sign, ""Temporarily Closed"" on the window.  They had just been robbed.  So after a quick dinner, I'm back to the safety of the hotel.  I think I'll stay in for the night. Filed by John Monday May 3, 2004 New Orleans, Louisiana Left Boutte this morning and a beautiful morning it was.  Maybe unusual for around here no clouds sunny day and about 75 degrees, first nice day we have seen in about 10 days.  Managed to make 10 or 15 miles before Dan had a blowout, fortunately it was only a few steps from our second home, McDonalds.  Awash in coffee we headed off for the Pedal Shop in Bretna.  Greg, the owner is a super guy, most friendly bike shop we have run into on our trip.  I bought 4 tubes and 2 foldable tires for $57, so one can see his prices are reasonable as well.  Greg drew us detailed maps to get to the ferry and how to navigate New Orleans.  The ferry was a great experience, crossing the Mississippi, what a wild turbulent river.  Any type of ride is welcomed, I hated to leave the ferry, and it was only when they threatened to bring out the dogs that I reluctantly disembarked.  So far I have gone through 3 tires on this trip and have bought 3 new ones.  Tubes and patch kits I haven't kept track of.  At home a flat was a rare occurrence and it never dawned on me to fix a tube, I just bought a new one.  Now instead of doing my nails in the evening I am filling up the sink to check for leaks in tubes and patching them. We are staying at the La Quinta on the east side of New Orleans, we were warned that we were heading into a very dangerous area and then there were no motels for 40 miles or so.  We have gone through several areas that I wouldn't care to go through at night.  At Motel 6 I met the most enthusiastic and positive person of this trip, Decarla.  She is president of her evangelical society.  There is a picture of her and her fellow worker Angel.     Today was a short day; going through New Orleans especially the French Quarter took a lot of time.  The house in the French Quarter are unique, hopefully some of the pictures we took of them will do justice to their New Orleans flavor.  Tomorrow on to Mississippi, I know I said that yesterday, but tomorrow we will make up some time for the easy day we had today, 40 miles."
108,"Filed by John Tuesday May 4, 2004 Gulfport, Mississippi Two beautiful days in a row, I don't think I can stand it.  My brother Ben, an engineer who turned 61 yesterday estimated that I have a flat at least every 100 miles.  Yesterday no flats, today almost at the end I had a rear flat.  Now when this happens there are no tears or curses, just a quick and businesslike tire change, well maybe at the end of the day there are a few blue words.  This reminds me of when I was a dairy farmer and I would be milking my cows when one of their manure-laden tails would swing around and catch me the face.  At first when this happened I would leap up in indignation that the cow had personally and maliciously struck me, with time I could wipe my face shrug it off and continue milking.  You are probably wondering how does this poor booby get off comparing milking cows and changing tires, a very good question.      We are staying in Gulfport, maybe a little to the west of town within walking distance of the Grand Casino.  We are staying at a Days Inn on the 3rd floor facing the ocean.  Circumstances have turned me into a hard bargainer.  Started out that price was $65 for a back room, ended up with ocean view for $45.  Shortly after getting in Mississippi we have been riding on the ocean and it is truly gorgeous, the view, smell of the ocean, and a great day weather-wise are a combination that is difficult to beat.  Tomorrow looks like more of the same, riding along the ocean and beautiful weather.  Later in the week it is supposed to get up in the mid 80s, a little warm for bike riding but it beats the alternative.  My mother said she had snow this morning in Westford, VT and my wife Cher said it was cold in Middlebury, VT this morning.  Probably the folks in VT don't want to hear about us riding along white beaches on the shores of the Gulf of Mexico, or complaining it might get in the mid 80s.  When I went out for dinner it was cool enough for a light long sleeved shirt.  Ah that's enough about the weather.  Tomorrow Alabama.  Only 2 McDonalds today, will work at getting back to the average 4 a day by tomorrow.     Filed by Dan Tues. May 49 pm Today was just one of those special days.  We quickly escaped New Orleans for the serenity of the backwater wildlife preserves of southeastern Louisiana.  When we were just about to leave Louisiana, I came up behind what must be the state's only street sweeper.  I thought, ""well that's why this road has been so free of debris.""  However, once in front of it the road was equally clean.  Go figure.  Maybe the roads of Louisiana were too much for this lonely machine, and it was trying to flee to the friendlier pavement of Mississippi.      Leaving behind the challenges of bad roads, headwinds, hills, and weather, today almost felt like cheating.  Light winds, beautiful scenery and a mostly smooth road made for near effortless riding.  At one point I was crossing a long bridge with water all around me and one of the great feel good songs of all time playing - Walkin' Slow by Jackson Browne.  It didn't seem like it could get any better.  Later it did.  Two Harley riders from Missouri gave me a hot tip as to the whereabouts of an alligator sunning himself in the bayou.  It was the first chance I had to catch a glimpse of one without paying.   We rode for miles along the white sand beaches of the Gulf Shore, and arrived at today's destination, Gulfport, Mississippi.  After checking in I walked along the beach toward the sunset.  As twilight fell, I headed back only to find the full moon rising out of the Gulf, showing off the same orange hues as it rose as did the sun when it set.  I've never seen anything like it.  Sigh...    "
109,"Filed by Dan Wed. May 57 pm I wish I could send some of this sunshine back to everyone in Vermont.  The last couple days have been one beach town after another - Bay St. Louis, Pass Christian, Long Beach, Gulfport, Biloxi, Ocean Springs, Gautier, Pascagoula.  Though the roads have been busy, the scenery more than made up for it.      I had no idea what a big deal gambling is here.  A couple of the casinos look to be almost Vegas-sized.    A few years ago, on one of my first trips out east, I asked a Toll Booth operator on the Garden State Parkway if this was the right way to the coast.  He looked at me like I was from another planet.  Finally, he said, ""you mean the shoa??""  Today, as I was nearing Alabama, I asked how far it was to the border.  They looked at me like I must have meant Mexico.  Finally, they connected the dots, ""Oh, the stateline!""  I think people are aware that I'm not from around here.   Entering Alabama, The Indigo Girls, ""Southland in the Springtime"" playing in my ears, the scenery was lush, the road smooth, the air oozed spring.   Amazing that over 2100 miles into the trip, riding can still have these perfect moments.  I arrived at tonight's destination, early for a change, in Bayou La Batre, a tidy little town with a working fishing port.  Tomorrow we wind our way down to Dauphin Island, so named by Louis XIV, after one of his court's explorers landed there in 1699.  Lot's of sand, sun and history in store.     Filed by John Wednesday May 5, 2004 Bayou La Batre, Alabama Started in Gulfport, MS and traveled 68 miles to Bayou La Batre, 7 of those miles were spent trying to find my lost bicycle mirror, but no luck.  Another beautiful day, probably a little warm later on in the afternoon, not complaining just presenting the facts.  Traveled on the water to Biloxi then away from the water to here.  Missed not having a shoulder on the road the drivers sometimes come much to close for comfort.   Met John McKee in Ocean Springs, MS, he and his wife are transplanted from the Boston Area.  John is an enthusiastic guy and an impassioned cyclist, he races mainly triathlons.  He will be racing in Panama City, FL this weekend; we might be there about the same time John is racing.  There is a picture of John outside his clinic.  Another cyclist that I met just outside of Ocean Springs was Robert a former Marine,  He had a cart that he was pulling and that he was collecting bottles in;  he said in the last 2 weeks he had made $100.  He drove his bike to Idaho, camping out, recently and has over 5300 miles on this bicycle.  Two very different guys, both enthusiastic, friendly, and loved their bicycles.    
Show links to this
Hide links to this
  
    This was a day without flats, 2 McDonalds, 2 pies, and a McChicken sandwich, and of course many senior coffees.  All in all a fine day! Tomorrow we will be heading into Florida, we will get to take a ferry before we cross the state line.  It is so exciting to get on a ferry and have someone else move us.  We might make Pensacola Naval Air Station where I will try to get a room in the bachelor officer quarters (boq)."
110,"Filed by Dan Thurs. May 69 pm It wasn't until today that I really allowed myself to think of the end of the trip.  As I was trying to get a phone number, a woman was showing me a U.S. area code map, and for the first time I saw how far we've really come.  Now I find myself slowing down, on the one hand not wanting the trip to end; on the other, I miss my wife Judy, and family and friends.  I miss our dog Greta. and the comforts of home.  This kind of travel takes you out of that comfort zone, and hopefully expands it.  It broadens your horizons and challenges you to enjoy life in the moment, not just in the rear view mirror.  It's not easy, but that's part of the point.  You return with a greater range of experience, and hopefully a more accepting view of the world around you.  I have my Judy to thank for the travel bug.  Her love of travel was passed down to her by her grandmother and her father, and now through to me.  I have no doubt that I would have remained in ""my comfort zone"", if not for her enthusiasm for leaving it.  Thanks sweetie. So today's ride was one of mixed emotions, and again, of great beauty.  Our route took us down through pristine bayou on the way to the ferry at Dauphin Island.  With historic forts, beautiful scenery, plentiful white sand beaches, and the ferry to points east, it looks to be a great place to visit for a different type of vacation.  The ferry was a pure delight, with nothing to do for 40 minutes but take off my shoes, work on my tan lines, and enjoy the scenery.       After, we rode 20 miles through the Bon Secour National Wildlife Refuge, with pine forest bordering uninterrupted stretches of white sand beach.  I had to slow down, not wanting it to end.  Traffic and development increased as we left Alabama and entered Florida.  Hopefully, once through Pensacola, they will lighten up a bit.     Filed by John Thursday May 6, 2004 Pensacola, Florida John Stark I could get used to these flat roads, it has started to fade in my mind, all those hills.  Today did 78 miles even though 4 of those miles were on a ferry.  Riding along the coast is wonderful, the wind and air in my face. Today was a lot of dunes that blocked the actual view of the gulf, but it still is exhilarating to be so close to salt water.  The weather was once again gorgeous no clouds temp 88 by 4 PM.  I realize that I will have to start earlier in the morning to beat the heat.  After riding the ferry and riding along the Alabama coast I was amazed at how built up the shore is.  In Louisiana and Mississippi there was still a lot of single-family dwellings and it looked like ocean front property was still reasonable.  In Alabama as far as the eye can see are high-rise buildings.  Of course Florida has more of the same.  From here on we will be on the coast through Panama City, Port St Joe, Apalachicola, around Lanark Village we will leave the coast.       Went the whole day without a McDonalds, never saw one.  After I crossed into Florida on Perdido Key I saw a Burger King, now I had seen a couple of Burger Kings earlier in the day when I was fresher and had more resistance.  But 2:30 in afternoon, no breakfast, a Cliff Bar for a snack, and in a moment of weakness I found myself at the counter of Burger King ordering 2 Junior Whoppers and of course a senior coffee.  I sat in the back away from an exit and quickly devoured my meal, not bad actually.  I slunk out the side door hoping that one of the McDonald mind control police wouldn't be cruising by to report me and revoke my membership in the senior coffee club.  I want to publicly state for the record that this was an aberration and that tomorrow and forever I will be back at McDonalds.  My son Alex who is in the Coast Guard, questioned how I could be going through such a rich area of the country for food diversity, and for god's sake eat at McDonalds? There was certain validity to his question, my response quieted him, but do they have senior coffee?  I'm sure this confirmed what he has long suspected, terminal dementia on my part.    On the ferry ride to Dauphin Island had an interesting chat with a retired Methodist Minister Bill Holmes and his wife Nancy.  In Gulf Shores I stopped for directions at a fish shop and Joe was so agreeable and helpful that I had to get his picture."
111,"Filed by John Friday, May 7, 2004 Fort Walton Beach, Florida We planned on going to Laguna Beach today which would have been 80 miles, a respectable day.  However I stopped in Fort Walton at the tourist information service to ask directions, and they informed me that after Destin the next town 4 miles away there were no more motels until Panama City.  Prices are very high in this area, after calling several and becoming more discouraged, I noticed a rundown motel across the street called the Greenwood Motel, they had a room and it was in my price range, those of you that know me realize that this must be one cheap motel, indeed.  We got a room with a balcony overlooking the bay, about 50 feet from the water. The view is absolutely spectacular, by far the best room we have had yet.  What all this means is that we can't afford to dawdle for the next 6 days. My plane is leaving Orlando at 6:30 AM a week from tomorrow; it is time to go home.  I miss my wife Cher and girls, Ali, Glory, and Liberty.     This morning as I was riding along I was talking to Cher about our minister's recommendation; Johanna Nichols suggested that I lay my hands on my tires and say a Unitarian Universalist blessing, when asked what that would be she said that I would think of something, whatever comes to mind.  Three days ago I grabbed those tires with both hands and felt the force, or something like that. Lo and behold no flats for the next 2 days.  So this morning I asked Cher if I should do this every day or if once was sufficient?  After hanging up I had a flat tire.  Upon repairing this flat I grasped those tires with the fervor borne of desperation, I reflected mightily on a blessing or two.  Three times I grabbed those tires, a woman walking by gave me a wide berth and showed me her mace, perhaps the moaning and gnashing of my teeth and her thinking I was speaking in tongues caused her some concern.  Too little too late, I was to have 2 more flats before the day was out.  I'm not exactly sure what it is that I am doing wrong, perhaps I said the words in the wrong order, or not loud enough, tomorrow I will work a little harder.  At McDonalds they told me that I would have to go outside to have my senior coffee, my carrying ons were frightening the other customers.  To bolster this blessing, not that I don't have faith, I bought 2 more tubes today.     The weather has continued to be beautiful, and Dan said that tomorrow we are supposed to have a following wind; inadvertently he may have cursed us much like when people would say it's all downhill.   Filed by Dan Friday, May 79:30 pm Flat tires and lack of motels further down the road conspired to keep our day a little short.  Leaving behind the morning traffic of Pensacola, while crossing a toll bridge I left the bike lane to ask at the booth if I had to pay. ""If you don't get back on the bike path you do"", he admonished.  He really took his job too seriously.      
Show links to this
Hide links to this
  
  I then turned on to scenic Hwy. 399 through The Gulf Islands National Seashore - 15 miles of the most incredible beach I've ever seen.  Completely undeveloped, yet accessible for all beach-goers, I biked on a brand new, paved bike path with pristine sand dunes on my left, and the turquoise waters of the gulf on my right.  Though it seemed to go on forever, even a bike's relaxed pace brought it to an end too soon.  I would urge anyone coming through to visit this national treasure.     The route rejoined US 98 for the remainder of today's ride, with traffic building as it got later in the day.  Hopefully, traffic on Saturday and Sunday mornings will be more agreeable.  "
112,"Sat. May 810 pm What is it about the ocean at sunrise that makes people want to do stretching exercises.  I don't stretch in the morning at home.  But there I was at sunrise on the beach looking like some maharishi.  It's probably good for me - regardless, it was a pretty special way to start the day.   Out of Fort Walton Beach, we had no choice but to stay on US 98, which had a lot of traffic even at 7 am.  My worries that the whole day would be like that were unfounded, when we turned on to route 30A, which stays along the ocean, and has a dedicated bike path.  A lot of other bikers had the same idea - weekend warriors, escaping for their Saturday ride.  Nearly the entire route had housing on both sides, but peeks through to the gulf still made for a nice ride.  At one point, I rode through a roadblock - the local high school cheerleading team selling Krispie Kreme donuts for a fundraiser.  I had to muster every bit of willpower to keep riding, nearly turning to go back when they yelled, ""good source of energy - you look a little tired.""    The route passed through Seaside, one of those perfect planned communities, with perfect houses and landscaping, and probably a thick rulebook.  I stopped for a quick snack, but left quickly fearing my helmet hair would force an association meeting to be called.   This road emptied out in Panama City Beach, a beach resort town with a decidedly spring break feel.  For miles, mini-golf, water parks, beach paraphernalia,  batting cages, go-cart tracks, and the like.  Talk about over-stimulation.  And high season hadn't even started yet.  Finally, I was spit out of that scene onto another beach road, and past the finishing area for a 1/2 ironman triathlon where they stragglers were coming in.  I think that is a 2 or 3 mile swim, 50 mile bike ride, and a 13 mile run.  Seeing how they looked made my fatigue seem meaningless.  Then on through Panama City, a dreary place, and onto the beautiful grounds of Tyndall Air Force Base, with its huge pine trees, and beautiful waterfront.  Tomorrow is probably our last day on the water, until the Atlantic! Filed by John Saturday May 8, 2004 Tyndall Air Force Base, Florida Did almost 80 miles today, what with the heat and the spring break atmosphere in Panama Beach.  This beach went on for about 10 miles, constant development, only a couple of open spaces to the gulf and condos were being up at a wondrous rate.  Florida has said yes to the developers in a big way, at this rate there won't be any shore land left.  Traffic was heavy and constant, not always shoulders, which made for a stressful ride at times.     I want to thank John McKee for his donation to Habitat for Humanity.  John raced in a half iron man in Panama Beach today.  We came through town just as the stragglers were finishing up.  I'm sure John finished high in his age group; he probably finished high in the total standings.  The heat was in the upper eighties so the race must have been brutal.  When I checked in at Tyndall AFB, I said I needed 2 beds, the clerk said she would have to give us a suite, and they were $37.50, was that OK?  Yees, we have a living room, 2 bedrooms stocked refrigerator and snacks, and by the way no tax on the room.  The base is beautiful, right on the water, with beautiful landscaping.  We had dinner at the dining facility, great food, great prices; I could give up McDonalds for this.   Today was much better for flat tires; I only had 2, yesterday 3, working toward progress not perfection."
113,"Filed by John Sunday May 9, 2004 Carrabelle, Florida It was a tough morning I had to go to Port St Joe, 25 miles, to my first McDonalds.  Here I met Jerry Warren, a large guy, take a look at his picture, he and I could pass for identical twins.  We both have almost identical physiques I gave him a few tips on how he could bulk up to look like me. In chatting with Jerry I found out he grew up in Youngstown, Ohio.  According to him he was a gang member, had a pair of 45 pistols, a fighting machine.  He went on to become a professional heavy weight boxer for the next 9 years.  He now lives in Cape San Blas and has his own construction company employing 42 people.  He is solidly middle class, knows everybody in town, and acknowledges that he his is one lucky guy to have escaped his background.  Had a great conversation with him, set me up for the day.    Made it 81 miles today, took the scenic route down by Jerry's neighborhood, added 6 miles, this will be my last scenic route. In Apalachicola went right by Burger King, just didn't see it.  Ended up eating fresh grouper, not bad, may have to cut out one McDonalds a day and eat in a regular restaurant.   Want to wish Cher and my mom happy Mother's Day, to bad I can't be there in person.  Also congratulations to my son Abbott who graduated from Champlain College yesterday with a degree in accounting.  Depending on our day I should be home on Saturday at the latest.  It is difficult to look beyond the days riding, messes up my concentration. Tomorrow we should be in Perry. Filed by Dan Sun., May 910 pm Had heavy legs this morning.  It happens sometimes, and it almost feels like you're riding on flat tires.  It may be because this was our 17th consecutive day riding (more than 1100 miles since San Antonio) without a rest day.  Also, urban riding in busy traffic like we had much of yesterday really wipes you out mentally.  Your senses must be acutely aware of your surroundings constantly, watching for traffic ahead, behind, to the side, in your mirror, watching the road for obstacles, glass, potholes, sewer grates.  Not much time for sightseeing.  It is truly exhausting.  So it was fitting that our first 15 miles today were along a parkway lined with high pine trees, where US 98 passes through the rest of Tyndall Air Force Base on its way to Mexico Beach.  Here we found a quaint, less commercial beach town, with handsome houses, where every cross street ends at the Gulf.    For the next 25 miles, the wind made its presence known once again.  I guess I did curse us a couple days back when I mentioned that tailwinds were expected.  This stretch ended at Apalachicola, a beautiful little fishing village, with some stately old homes and fun shops.  A friend posted a message to us that 80% of Florida's, and 10% of the U.S. oyster supply comes from right here.  The remainder of today's ride was again right along the Gulf, with mostly undeveloped shoreline.  A nice way to end the day.     I mentioned flats tires earlier, and neither of us had one today.  I can't remember when that last happened.  However, I did have an interesting wildlife encounter.  I was riding merrily along when I spotted what I thought was some tire tread, or piece of radiator hose in my path.  I eased over to avoid it, and noticed it was moving. It was actually a dark snake, I'd say about 6 feet long if you straightened it out.  It was trying to cross the road, and just as I came upon it, a car came from behind, scaring it right back into my path.  I nearly jumped clear off my bike.  Somehow I got by, but the fate of the snake is unknown.  There are quite a few poisonous snakes down here, and some are pretty aggressive.  I'm told that this one probably wasn't the poisonous variety, but I felt lucky nonetheless."
114,"Filed by Dan Mon. May 108:30 pm We really can't catch a break with the wind.  It has now become such a part of our experience, that I don't even check the forecast any more.  Thankfully, it wasn't especially strong. The first 20 miles today were through forests of tall cedar trees, on flat straight roads, with a nice shoulder.  So were the next 20 miles, the next 20, and the last 25.  The scenery was pretty for a while, but a little variation would have been nice.   Not surprising then, that along with forests, came logging trucks.  If they passed you going your direction, you got a welcome pull in their slipstream, but if they passed against you, it would stand you up and knock your speed down by 3 mph.  Occasionally, a truck carrying fresh cedar bark mulch would go by, leaving behind the most intense cloud of pine scent which would linger for a mile.  Most of the trucks gave us plenty of room.  But four or five times, I had to get off my bike and off the road because an oncoming truck chose to pass right in front of me.  The sight of one of those behemoths bearing down on you at 70 mph is pretty scary.  Every time I stop and talk to someone, they close the conversation with, ""well, just be careful.""  In the interest of blissful ignorance, I never asked why.  Perhaps this is what they meant. My biggest accident of the trip happened yesterday.  I had a small bottle of chlorine bleach that I use to sanitize my water bottles.  Apparently, on a rough stretch of road, the bottle sprung a leak.  I had it in a ziplock bag, but that had worn through, so the bleach soaked through my panniers onto my favorite t-shirt.  I can't remember, is tie-dye in again?  Well if that's the worst of it, I have a lot to be grateful for.   Filed by John Monday May 10, 2004 Perry, Florida Ohhh is my butt sore, did 87 miles today with the wind in my face.  No matter which direction I went in it seemed like the wind would turn with me.  This has been my toughest day, not sure if it is the heat or the time change or a combination of factors.  The air is different once you get away from the coast, much heavier, like swimming through whipped cream.  Our route from Carrabelle long on miles and short on towns.  A couple of towns that I went through had nothing to show that you were going through a town, not even a house.  Didn't hit my first McDonalds until we got into Perry.  There is even a Super Wal-Mart.    We are debating whether to make it to St Augustine in 2 or 3 days.  A large part of this will depend on the weather, rain and wind.  Either way I will be flying out on Friday or Saturday.  "
